dataset,row_model,col_model,reject_share_10pct,reject_share_5pct,reject_share_1pct,applied_style
PARTIAL_MALL,NN2_1,Ridge,0.92,0.8,0.72,p01
PARTIAL_MALL,NN2_1,Lasso,0.76,0.68,0.52,p01
PARTIAL_MALL,NN2_1,ElasticNet,0.76,0.76,0.6,p01
PARTIAL_MALL,NN2_1,AdaptiveLasso,0.68,0.68,0.48,p05
PARTIAL_MALL,NN2_1,PostLasso,0.76,0.72,0.64,p01
PARTIAL_MALL,NN2_1,Bagging,1.0,1.0,0.76,p01
PARTIAL_MALL,NN2_1,RandomForest,1.0,1.0,0.76,p01
PARTIAL_MALL,NN2_1,GradientBoosting,0.88,0.76,0.4,p05
PARTIAL_MALL,NN2_1,NN1_1,0.48,0.44,0.32,none
PARTIAL_MALL,NN2_1,NN1,0.6,0.52,0.44,p05
PARTIAL_MALL,NN2_1,NN2_1,0.0,0.0,0.0,none
PARTIAL_MALL,NN2_1,NN2,0.24,0.24,0.12,none
PARTIAL_MALL,NN2_1,NN3_1,0.48,0.32,0.16,none
PARTIAL_MALL,NN2_1,NN3,0.28,0.2,0.16,none
PARTIAL_MALL,NN2_1,NN4_1,0.2,0.12,0.04,none
PARTIAL_MALL,NN2_1,NN4,0.12,0.04,0.04,none
PARTIAL_MALL,NN2,HAR,0.88,0.72,0.64,p01
PARTIAL_MALL,NN2,HARX,0.96,0.84,0.72,p01
PARTIAL_MALL,NN2,LogHAR,1.0,1.0,0.92,p01
PARTIAL_MALL,NN2,LevHAR,1.0,1.0,0.92,p01
PARTIAL_MALL,NN2,SHAR,1.0,0.92,0.76,p01
PARTIAL_MALL,NN2,HARQ,0.96,0.96,0.8,p01
PARTIAL_MALL,NN2,Ridge,0.96,0.88,0.76,p01
PARTIAL_MALL,NN2,Lasso,0.8,0.76,0.56,p01
PARTIAL_MALL,NN2,ElasticNet,0.8,0.76,0.68,p01
PARTIAL_MALL,NN2,AdaptiveLasso,0.8,0.68,0.56,p01
PARTIAL_MALL,NN2,PostLasso,0.76,0.72,0.6,p01
PARTIAL_MALL,NN2,Bagging,1.0,1.0,0.88,p01
PARTIAL_MALL,NN2,RandomForest,1.0,1.0,0.88,p01
PARTIAL_MALL,NN2,GradientBoosting,0.96,0.8,0.56,p01
PARTIAL_MALL,NN2,NN1_1,0.48,0.48,0.48,none
PARTIAL_MALL,NN2,NN1,0.72,0.68,0.52,p01
PARTIAL_MALL,NN2,NN2_1,0.36,0.32,0.2,none
PARTIAL_MALL,NN2,NN2,0.0,0.0,0.0,none
PARTIAL_MALL,NN2,NN3_1,0.44,0.36,0.16,none
PARTIAL_MALL,NN2,NN3,0.52,0.44,0.16,p10
PARTIAL_MALL,NN2,NN4_1,0.16,0.16,0.08,none
PARTIAL_MALL,NN2,NN4,0.16,0.12,0.08,none
PARTIAL_MALL,NN3_1,HAR,0.8,0.72,0.4,p05
PARTIAL_MALL,NN3_1,HARX,0.92,0.76,0.64,p01
PARTIAL_MALL,NN3_1,LogHAR,0.96,0.92,0.84,p01
PARTIAL_MALL,NN3_1,LevHAR,1.0,0.96,0.92,p01
PARTIAL_MALL,NN3_1,SHAR,1.0,0.96,0.68,p01
PARTIAL_MALL,NN3_1,HARQ,0.96,0.92,0.72,p01
PARTIAL_MALL,NN3_1,Ridge,0.92,0.76,0.64,p01
PARTIAL_MALL,NN3_1,Lasso,0.72,0.68,0.48,p05
PARTIAL_MALL,NN3_1,ElasticNet,0.72,0.68,0.6,p01
PARTIAL_MALL,NN3_1,AdaptiveLasso,0.76,0.6,0.48,p05
PARTIAL_MALL,NN3_1,PostLasso,0.72,0.68,0.56,p01
PARTIAL_MALL,NN3_1,Bagging,0.96,0.88,0.68,p01
PARTIAL_MALL,NN3_1,RandomForest,0.96,0.88,0.76,p01
PARTIAL_MALL,NN3_1,GradientBoosting,0.8,0.72,0.44,p05
PARTIAL_MALL,NN3_1,NN1_1,0.48,0.4,0.28,none
PARTIAL_MALL,NN3_1,NN1,0.52,0.44,0.36,p10
PARTIAL_MALL,NN3_1,NN2_1,0.24,0.24,0.16,none
PARTIAL_MALL,NN3_1,NN2,0.16,0.12,0.08,none
PARTIAL_MALL,NN3_1,NN3_1,0.0,0.0,0.0,none
PARTIAL_MALL,NN3_1,NN3,0.2,0.2,0.12,none
PARTIAL_MALL,NN3_1,NN4_1,0.12,0.12,0.08,none
PARTIAL_MALL,NN3_1,NN4,0.12,0.08,0.0,none
PARTIAL_MALL,NN3,HAR,0.8,0.72,0.56,p01
PARTIAL_MALL,NN3,HARX,0.92,0.88,0.72,p01
PARTIAL_MALL,NN3,LogHAR,1.0,1.0,0.96,p01
PARTIAL_MALL,NN3,LevHAR,1.0,0.96,0.88,p01
PARTIAL_MALL,NN3,SHAR,1.0,0.96,0.72,p01
PARTIAL_MALL,NN3,HARQ,0.96,0.92,0.8,p01
PARTIAL_MALL,NN3,Ridge,0.92,0.8,0.72,p01
PARTIAL_MALL,NN3,Lasso,0.76,0.68,0.48,p05
PARTIAL_MALL,NN3,ElasticNet,0.8,0.76,0.64,p01
PARTIAL_MALL,NN3,AdaptiveLasso,0.72,0.72,0.52,p01
PARTIAL_MALL,NN3,PostLasso,0.72,0.72,0.6,p01
PARTIAL_MALL,NN3,Bagging,1.0,1.0,0.8,p01
PARTIAL_MALL,NN3,RandomForest,1.0,1.0,0.88,p01
PARTIAL_MALL,NN3,GradientBoosting,0.92,0.92,0.56,p01
PARTIAL_MALL,NN3,NN1_1,0.56,0.48,0.32,p10
PARTIAL_MALL,NN3,NN1,0.6,0.6,0.48,p05
PARTIAL_MALL,NN3,NN2_1,0.24,0.2,0.16,none
PARTIAL_MALL,NN3,NN2,0.36,0.24,0.12,none
PARTIAL_MALL,NN3,NN3_1,0.4,0.32,0.28,none
PARTIAL_MALL,NN3,NN3,0.0,0.0,0.0,none
PARTIAL_MALL,NN3,NN4_1,0.24,0.12,0.12,none
PARTIAL_MALL,NN3,NN4,0.12,0.08,0.04,none
PARTIAL_MALL,NN4_1,HAR,0.88,0.76,0.6,p01
PARTIAL_MALL,NN4_1,HARX,0.96,0.88,0.72,p01
PARTIAL_MALL,NN4_1,LogHAR,1.0,1.0,0.92,p01
PARTIAL_MALL,NN4_1,LevHAR,1.0,1.0,0.92,p01
PARTIAL_MALL,NN4_1,SHAR,1.0,1.0,0.8,p01
PARTIAL_MALL,NN4_1,HARQ,0.96,0.96,0.88,p01
PARTIAL_MALL,NN4_1,Ridge,0.96,0.84,0.72,p01
PARTIAL_MALL,NN4_1,Lasso,0.76,0.76,0.44,p05
PARTIAL_MALL,NN4_1,ElasticNet,0.8,0.76,0.6,p01
PARTIAL_MALL,NN4_1,AdaptiveLasso,0.76,0.68,0.52,p01
PARTIAL_MALL,NN4_1,PostLasso,0.76,0.76,0.68,p01
PARTIAL_MALL,NN4_1,Bagging,1.0,1.0,0.88,p01
PARTIAL_MALL,NN4_1,RandomForest,1.0,1.0,0.92,p01
PARTIAL_MALL,NN4_1,GradientBoosting,0.96,0.92,0.6,p01
PARTIAL_MALL,NN4_1,NN1_1,0.48,0.44,0.24,none
PARTIAL_MALL,NN4_1,NN1,0.68,0.6,0.4,p05
PARTIAL_MALL,NN4_1,NN2_1,0.44,0.4,0.24,none
PARTIAL_MALL,NN4_1,NN2,0.36,0.28,0.16,none
PARTIAL_MALL,NN4_1,NN3_1,0.52,0.48,0.36,p10
PARTIAL_MALL,NN4_1,NN3,0.44,0.4,0.32,none
PARTIAL_MALL,NN4_1,NN4_1,0.0,0.0,0.0,none
PARTIAL_MALL,NN4_1,NN4,0.24,0.24,0.12,none
PARTIAL_MALL,NN4,HAR,0.88,0.8,0.6,p01
PARTIAL_MALL,NN4,HARX,0.96,0.88,0.72,p01
PARTIAL_MALL,NN4,LogHAR,1.0,1.0,0.96,p01
PARTIAL_MALL,NN4,LevHAR,1.0,0.96,0.92,p01
PARTIAL_MALL,NN4,SHAR,1.0,0.96,0.8,p01
PARTIAL_MALL,NN4,HARQ,0.96,0.92,0.84,p01
PARTIAL_MALL,NN4,Ridge,0.96,0.92,0.72,p01
PARTIAL_MALL,NN4,Lasso,0.88,0.76,0.56,p01
PARTIAL_MALL,NN4,ElasticNet,0.88,0.76,0.68,p01
PARTIAL_MALL,NN4,AdaptiveLasso,0.72,0.72,0.52,p01
PARTIAL_MALL,NN4,PostLasso,0.76,0.72,0.68,p01
PARTIAL_MALL,NN4,Bagging,1.0,1.0,0.88,p01
PARTIAL_MALL,NN4,RandomForest,1.0,1.0,0.96,p01
PARTIAL_MALL,NN4,GradientBoosting,1.0,0.92,0.56,p01
PARTIAL_MALL,NN4,NN1_1,0.64,0.52,0.44,p05
PARTIAL_MALL,NN4,NN1,0.76,0.68,0.6,p01
PARTIAL_MALL,NN4,NN2_1,0.36,0.36,0.28,none
PARTIAL_MALL,NN4,NN2,0.6,0.52,0.44,p05
PARTIAL_MALL,NN4,NN3_1,0.6,0.48,0.32,p10
PARTIAL_MALL,NN4,NN3,0.64,0.6,0.52,p01
PARTIAL_MALL,NN4,NN4_1,0.44,0.44,0.28,none
PARTIAL_MALL,NN4,NN4,0.0,0.0,0.0,none
