date,ticker,ea,source,reported_date,fiscal_date_ending,reported_eps,estimated_eps,surprise,surprise_percentage,aligned_to_trading_day
2006-10-20,CAT,1,Alpha Vantage EARNINGS,2006-10-20,2006-09-30,1.14,1.35,-0.21,-15.5556,False
2007-01-26,CAT,1,Alpha Vantage EARNINGS,2007-01-26,2006-12-31,1.32,1.34,-0.02,-1.4925,False
2007-04-20,CAT,1,Alpha Vantage EARNINGS,2007-04-20,2007-03-31,1.23,1.08,0.15,13.8889,False
2007-07-20,CAT,1,Alpha Vantage EARNINGS,2007-07-20,2007-06-30,1.24,1.49,-0.25,-16.7785,False
2007-10-19,CAT,1,Alpha Vantage EARNINGS,2007-10-19,2007-09-30,1.4,1.42,-0.02,-1.4085,False
2008-01-25,CAT,1,Alpha Vantage EARNINGS,2008-01-25,2007-12-31,1.5,1.5,0.0,0.0,False
2008-04-18,CAT,1,Alpha Vantage EARNINGS,2008-04-18,2008-03-31,1.45,1.33,0.12,9.0226,False
2008-07-22,CAT,1,Alpha Vantage EARNINGS,2008-07-22,2008-06-30,1.74,1.54,0.2,12.987,False
2008-10-21,CAT,1,Alpha Vantage EARNINGS,2008-10-21,2008-09-30,1.39,1.41,-0.02,-1.4184,False
2009-01-26,CAT,1,Alpha Vantage EARNINGS,2009-01-26,2008-12-31,1.08,1.28,-0.2,-15.625,False
2009-04-21,CAT,1,Alpha Vantage EARNINGS,2009-04-21,2009-03-31,0.39,0.02,0.37,1850.0,False
2009-07-21,CAT,1,Alpha Vantage EARNINGS,2009-07-21,2009-06-30,0.72,0.22,0.5,227.2727,False
2009-10-20,CAT,1,Alpha Vantage EARNINGS,2009-10-20,2009-09-30,0.64,0.04,0.6,1500.0,False
2010-01-27,CAT,1,Alpha Vantage EARNINGS,2010-01-27,2009-12-31,0.41,0.29,0.12,41.3793,False
2010-04-26,CAT,1,Alpha Vantage EARNINGS,2010-04-26,2010-03-31,0.5,0.39,0.11,28.2051,False
2010-07-22,CAT,1,Alpha Vantage EARNINGS,2010-07-22,2010-06-30,1.09,0.84,0.25,29.7619,False
2010-10-21,CAT,1,Alpha Vantage EARNINGS,2010-10-21,2010-09-30,1.22,1.09,0.13,11.9266,False
2011-01-27,CAT,1,Alpha Vantage EARNINGS,2011-01-27,2010-12-31,1.47,1.27,0.2,15.748,False
2011-04-29,CAT,1,Alpha Vantage EARNINGS,2011-04-29,2011-03-31,1.84,1.28,0.56,43.75,False
2011-07-22,CAT,1,Alpha Vantage EARNINGS,2011-07-22,2011-06-30,1.72,1.74,-0.02,-1.1494,False
2011-10-24,CAT,1,Alpha Vantage EARNINGS,2011-10-24,2011-09-30,1.71,1.68,0.03,1.7857,False
2012-01-26,CAT,1,Alpha Vantage EARNINGS,2012-01-26,2011-12-31,2.25,1.77,0.48,27.1186,False
2012-04-25,CAT,1,Alpha Vantage EARNINGS,2012-04-25,2012-03-31,2.37,2.15,0.22,10.2326,False
2012-07-25,CAT,1,Alpha Vantage EARNINGS,2012-07-25,2012-06-30,2.54,2.3,0.24,10.4348,False
2012-10-22,CAT,1,Alpha Vantage EARNINGS,2012-10-22,2012-09-30,2.26,2.24,0.02,0.8929,False
2013-01-28,CAT,1,Alpha Vantage EARNINGS,2013-01-28,2012-12-31,1.46,1.71,-0.25,-14.6199,False
2013-04-22,CAT,1,Alpha Vantage EARNINGS,2013-04-22,2013-03-31,1.31,1.39,-0.08,-5.7554,False
2013-07-24,CAT,1,Alpha Vantage EARNINGS,2013-07-24,2013-06-30,1.45,1.7,-0.25,-14.7059,False
2013-10-23,CAT,1,Alpha Vantage EARNINGS,2013-10-23,2013-09-30,1.45,1.68,-0.23,-13.6905,False
2014-01-27,CAT,1,Alpha Vantage EARNINGS,2014-01-27,2013-12-31,1.58,1.28,0.3,23.4375,False
2014-04-24,CAT,1,Alpha Vantage EARNINGS,2014-04-24,2014-03-31,1.61,1.22,0.39,31.9672,False
2014-07-24,CAT,1,Alpha Vantage EARNINGS,2014-07-24,2014-06-30,1.69,1.53,0.16,10.4575,False
2014-10-23,CAT,1,Alpha Vantage EARNINGS,2014-10-23,2014-09-30,1.72,1.35,0.37,27.4074,False
2015-01-27,CAT,1,Alpha Vantage EARNINGS,2015-01-27,2014-12-31,1.35,1.57,-0.22,-14.0127,False
2015-04-23,CAT,1,Alpha Vantage EARNINGS,2015-04-23,2015-03-31,1.86,1.36,0.5,36.7647,False
2015-07-23,CAT,1,Alpha Vantage EARNINGS,2015-07-23,2015-06-30,1.27,1.28,-0.01,-0.7813,False
2015-10-22,CAT,1,Alpha Vantage EARNINGS,2015-10-22,2015-09-30,0.75,0.79,-0.04,-5.0633,False
2016-01-28,CAT,1,Alpha Vantage EARNINGS,2016-01-28,2015-12-31,0.74,0.69,0.05,7.2464,False
2016-04-22,CAT,1,Alpha Vantage EARNINGS,2016-04-22,2016-03-31,0.67,0.68,-0.01,-1.4706,False
2016-07-26,CAT,1,Alpha Vantage EARNINGS,2016-07-26,2016-06-30,1.09,0.96,0.13,13.5417,False
2016-10-25,CAT,1,Alpha Vantage EARNINGS,2016-10-25,2016-09-30,0.85,0.76,0.09,11.8421,False
2017-01-26,CAT,1,Alpha Vantage EARNINGS,2017-01-26,2016-12-31,0.83,0.67,0.16,23.8806,False
2017-04-25,CAT,1,Alpha Vantage EARNINGS,2017-04-25,2017-03-31,1.28,0.63,0.65,103.1746,False
2017-07-25,CAT,1,Alpha Vantage EARNINGS,2017-07-25,2017-06-30,1.49,1.26,0.23,18.254,False
2017-10-24,CAT,1,Alpha Vantage EARNINGS,2017-10-24,2017-09-30,1.95,1.28,0.67,52.3438,False
2001-02-06,CSCO,1,Alpha Vantage EARNINGS,2001-02-06,2001-01-31,0.18,0.19,-0.01,-5.2632,False
2001-05-08,CSCO,1,Alpha Vantage EARNINGS,2001-05-08,2001-04-30,0.03,0.01,0.02,200.0,False
2001-08-07,CSCO,1,Alpha Vantage EARNINGS,2001-08-07,2001-07-31,0.02,0.02,0.0,0.0,False
2001-11-05,CSCO,1,Alpha Vantage EARNINGS,2001-11-05,2001-10-31,0.04,0.02,0.02,100.0,False
2002-02-06,CSCO,1,Alpha Vantage EARNINGS,2002-02-06,2002-01-31,0.09,0.05,0.04,80.0,False
2002-05-07,CSCO,1,Alpha Vantage EARNINGS,2002-05-07,2002-04-30,0.11,0.09,0.02,22.2222,False
2002-08-06,CSCO,1,Alpha Vantage EARNINGS,2002-08-06,2002-07-31,0.02,0.02,0.0,0.0,False
2002-11-06,CSCO,1,Alpha Vantage EARNINGS,2002-11-06,2002-10-31,0.14,0.13,0.01,7.6923,False
2003-02-04,CSCO,1,Alpha Vantage EARNINGS,2003-02-04,2003-01-31,0.15,0.13,0.02,15.3846,False
2003-05-06,CSCO,1,Alpha Vantage EARNINGS,2003-05-06,2003-04-30,0.15,0.14,0.01,7.1429,False
2003-08-05,CSCO,1,Alpha Vantage EARNINGS,2003-08-05,2003-07-31,0.15,0.15,0.0,0.0,False
2003-11-05,CSCO,1,Alpha Vantage EARNINGS,2003-11-05,2003-10-31,0.17,0.15,0.02,13.3333,False
2004-02-03,CSCO,1,Alpha Vantage EARNINGS,2004-02-03,2004-01-31,0.18,0.17,0.01,5.8824,False
2004-05-11,CSCO,1,Alpha Vantage EARNINGS,2004-05-11,2004-04-30,0.19,0.18,0.01,5.5556,False
2004-08-10,CSCO,1,Alpha Vantage EARNINGS,2004-08-10,2004-07-31,0.21,0.2,0.01,5.0,False
2004-11-09,CSCO,1,Alpha Vantage EARNINGS,2004-11-09,2004-10-31,0.21,0.21,0.0,0.0,False
2005-02-08,CSCO,1,Alpha Vantage EARNINGS,2005-02-08,2005-01-31,0.22,0.22,0.0,0.0,False
2005-05-10,CSCO,1,Alpha Vantage EARNINGS,2005-05-10,2005-04-30,0.23,0.22,0.01,4.5455,False
2005-08-09,CSCO,1,Alpha Vantage EARNINGS,2005-08-09,2005-07-31,0.25,0.24,0.01,4.1667,False
2005-11-09,CSCO,1,Alpha Vantage EARNINGS,2005-11-09,2005-10-31,0.25,0.24,0.01,4.1667,False
2006-02-07,CSCO,1,Alpha Vantage EARNINGS,2006-02-07,2006-01-31,0.26,0.25,0.01,4.0,False
2006-05-09,CSCO,1,Alpha Vantage EARNINGS,2006-05-09,2006-04-30,0.29,0.26,0.03,11.5385,False
2006-08-08,CSCO,1,Alpha Vantage EARNINGS,2006-08-08,2006-07-31,0.3,0.28,0.02,7.1429,False
2006-11-08,CSCO,1,Alpha Vantage EARNINGS,2006-11-08,2006-10-31,0.31,0.29,0.02,6.8966,False
2007-02-06,CSCO,1,Alpha Vantage EARNINGS,2007-02-06,2007-01-31,0.33,0.31,0.02,6.4516,False
2007-05-08,CSCO,1,Alpha Vantage EARNINGS,2007-05-08,2007-04-30,0.34,0.33,0.01,3.0303,False
2007-08-07,CSCO,1,Alpha Vantage EARNINGS,2007-08-07,2007-07-31,0.36,0.35,0.01,2.8571,False
2007-11-07,CSCO,1,Alpha Vantage EARNINGS,2007-11-07,2007-10-31,0.37,0.36,0.01,2.7778,False
2008-02-06,CSCO,1,Alpha Vantage EARNINGS,2008-02-06,2008-01-31,0.38,0.38,0.0,0.0,False
2008-05-06,CSCO,1,Alpha Vantage EARNINGS,2008-05-06,2008-04-30,0.38,0.36,0.02,5.5556,False
2008-08-05,CSCO,1,Alpha Vantage EARNINGS,2008-08-05,2008-07-31,0.4,0.39,0.01,2.5641,False
2008-11-05,CSCO,1,Alpha Vantage EARNINGS,2008-11-05,2008-10-31,0.42,0.39,0.03,7.6923,False
2009-02-04,CSCO,1,Alpha Vantage EARNINGS,2009-02-04,2009-01-31,0.32,0.3,0.02,6.6667,False
2009-05-06,CSCO,1,Alpha Vantage EARNINGS,2009-05-06,2009-04-30,0.3,0.25,0.05,20.0,False
2009-08-05,CSCO,1,Alpha Vantage EARNINGS,2009-08-05,2009-07-31,0.31,0.29,0.02,6.8966,False
2009-11-04,CSCO,1,Alpha Vantage EARNINGS,2009-11-04,2009-10-31,0.36,0.31,0.05,16.129,False
2010-02-03,CSCO,1,Alpha Vantage EARNINGS,2010-02-03,2010-01-31,0.4,0.35,0.05,14.2857,False
2010-05-12,CSCO,1,Alpha Vantage EARNINGS,2010-05-12,2010-04-30,0.42,0.38,0.04,10.5263,False
2010-08-11,CSCO,1,Alpha Vantage EARNINGS,2010-08-11,2010-07-31,0.43,0.42,0.01,2.381,False
2010-11-10,CSCO,1,Alpha Vantage EARNINGS,2010-11-10,2010-10-31,0.34,0.32,0.02,6.25,False
2011-02-09,CSCO,1,Alpha Vantage EARNINGS,2011-02-09,2011-01-31,0.37,0.35,0.02,5.7143,False
2011-05-11,CSCO,1,Alpha Vantage EARNINGS,2011-05-11,2011-04-30,0.33,0.27,0.06,22.2222,False
2011-08-10,CSCO,1,Alpha Vantage EARNINGS,2011-08-10,2011-07-31,0.4,0.38,0.02,5.2632,False
2011-11-09,CSCO,1,Alpha Vantage EARNINGS,2011-11-09,2011-10-31,0.43,0.39,0.04,10.2564,False
2012-02-08,CSCO,1,Alpha Vantage EARNINGS,2012-02-08,2012-01-31,0.47,0.43,0.04,9.3023,False
2012-05-09,CSCO,1,Alpha Vantage EARNINGS,2012-05-09,2012-04-30,0.48,0.47,0.01,2.1277,False
2012-08-15,CSCO,1,Alpha Vantage EARNINGS,2012-08-15,2012-07-31,0.47,0.45,0.02,4.4444,False
2012-11-13,CSCO,1,Alpha Vantage EARNINGS,2012-11-13,2012-10-31,0.48,0.46,0.02,4.3478,False
2013-02-13,CSCO,1,Alpha Vantage EARNINGS,2013-02-13,2013-01-31,0.51,0.48,0.03,6.25,False
2013-05-15,CSCO,1,Alpha Vantage EARNINGS,2013-05-15,2013-04-30,0.51,0.49,0.02,4.0816,False
2013-08-14,CSCO,1,Alpha Vantage EARNINGS,2013-08-14,2013-07-31,0.52,0.51,0.01,1.9608,False
2013-11-13,CSCO,1,Alpha Vantage EARNINGS,2013-11-13,2013-10-31,0.53,0.51,0.02,3.9216,False
2014-02-12,CSCO,1,Alpha Vantage EARNINGS,2014-02-12,2014-01-31,0.47,0.46,0.01,2.1739,False
2014-05-14,CSCO,1,Alpha Vantage EARNINGS,2014-05-14,2014-04-30,0.42,0.37,0.05,13.5135,False
2014-08-13,CSCO,1,Alpha Vantage EARNINGS,2014-08-13,2014-07-31,0.55,0.53,0.02,3.7736,False
2014-11-12,CSCO,1,Alpha Vantage EARNINGS,2014-11-12,2014-10-31,0.54,0.53,0.01,1.8868,False
2015-02-11,CSCO,1,Alpha Vantage EARNINGS,2015-02-11,2015-01-31,0.53,0.51,0.02,3.9216,False
2015-05-13,CSCO,1,Alpha Vantage EARNINGS,2015-05-13,2015-04-30,0.54,0.53,0.01,1.8868,False
2015-08-12,CSCO,1,Alpha Vantage EARNINGS,2015-08-12,2015-07-31,0.59,0.56,0.03,5.3571,False
2015-11-12,CSCO,1,Alpha Vantage EARNINGS,2015-11-12,2015-10-31,0.59,0.56,0.03,5.3571,False
2016-02-10,CSCO,1,Alpha Vantage EARNINGS,2016-02-10,2016-01-31,0.57,0.54,0.03,5.5556,False
2016-05-18,CSCO,1,Alpha Vantage EARNINGS,2016-05-18,2016-04-30,0.57,0.55,0.02,3.6364,False
2016-08-17,CSCO,1,Alpha Vantage EARNINGS,2016-08-17,2016-07-31,0.63,0.6,0.03,5.0,False
2016-11-16,CSCO,1,Alpha Vantage EARNINGS,2016-11-16,2016-10-31,0.61,0.59,0.02,3.3898,False
2017-02-15,CSCO,1,Alpha Vantage EARNINGS,2017-02-15,2017-01-31,0.57,0.56,0.01,1.7857,False
2017-05-17,CSCO,1,Alpha Vantage EARNINGS,2017-05-17,2017-04-30,0.6,0.58,0.02,3.4483,False
2017-08-16,CSCO,1,Alpha Vantage EARNINGS,2017-08-16,2017-07-31,0.61,0.61,0.0,0.0,False
2017-11-15,CSCO,1,Alpha Vantage EARNINGS,2017-11-15,2017-10-31,0.61,0.6,0.01,1.6667,False
2001-02-06,DIS,1,Alpha Vantage EARNINGS,2001-02-06,2000-12-31,0.28,0.25,0.03,12.0,False
2001-04-24,DIS,1,Alpha Vantage EARNINGS,2001-04-24,2001-03-31,0.17,0.14,0.03,21.4286,False
2001-08-02,DIS,1,Alpha Vantage EARNINGS,2001-08-02,2001-06-30,0.23,0.22,0.01,4.5455,False
2001-11-08,DIS,1,Alpha Vantage EARNINGS,2001-11-08,2001-09-30,0.06,0.07,-0.01,-14.2857,False
2002-01-31,DIS,1,Alpha Vantage EARNINGS,2002-01-31,2001-12-31,0.15,0.11,0.04,36.3636,False
2002-04-25,DIS,1,Alpha Vantage EARNINGS,2002-04-25,2002-03-31,0.13,0.1,0.03,30.0,False
2002-08-01,DIS,1,Alpha Vantage EARNINGS,2002-08-01,2002-06-30,0.17,0.17,0.0,0.0,False
2002-11-07,DIS,1,Alpha Vantage EARNINGS,2002-11-07,2002-09-30,0.11,0.11,0.0,0.0,False
2003-01-30,DIS,1,Alpha Vantage EARNINGS,2003-01-30,2002-12-31,0.17,0.16,0.01,6.25,False
2003-05-01,DIS,1,Alpha Vantage EARNINGS,2003-05-01,2003-03-31,0.11,0.11,0.0,0.0,False
2003-07-31,DIS,1,Alpha Vantage EARNINGS,2003-07-31,2003-06-30,0.19,0.16,0.03,18.75,False
2003-11-20,DIS,1,Alpha Vantage EARNINGS,2003-11-20,2003-09-30,0.17,0.15,0.02,13.3333,False
2004-02-12,DIS,1,Alpha Vantage EARNINGS,2004-02-11,2003-12-31,0.33,0.23,0.1,43.4783,True
2004-05-12,DIS,1,Alpha Vantage EARNINGS,2004-05-12,2004-03-31,0.26,0.21,0.05,23.8095,False
2004-08-10,DIS,1,Alpha Vantage EARNINGS,2004-08-10,2004-06-30,0.31,0.27,0.04,14.8148,False
2004-11-18,DIS,1,Alpha Vantage EARNINGS,2004-11-18,2004-09-30,0.19,0.18,0.01,5.5556,False
2005-01-31,DIS,1,Alpha Vantage EARNINGS,2005-01-31,2004-12-31,0.34,0.29,0.05,17.2414,False
2005-05-12,DIS,1,Alpha Vantage EARNINGS,2005-05-11,2005-03-31,0.32,0.32,0.0,0.0,True
2005-08-09,DIS,1,Alpha Vantage EARNINGS,2005-08-09,2005-06-30,0.42,0.38,0.04,10.5263,False
2005-11-17,DIS,1,Alpha Vantage EARNINGS,2005-11-17,2005-09-30,0.23,0.18,0.05,27.7778,False
2006-02-06,DIS,1,Alpha Vantage EARNINGS,2006-02-06,2005-12-31,0.35,0.3,0.05,16.6667,False
2006-05-09,DIS,1,Alpha Vantage EARNINGS,2006-05-09,2006-03-31,0.37,0.31,0.06,19.3548,False
2006-08-09,DIS,1,Alpha Vantage EARNINGS,2006-08-09,2006-06-30,0.53,0.44,0.09,20.4545,False
2006-11-09,DIS,1,Alpha Vantage EARNINGS,2006-11-09,2006-09-30,0.36,0.34,0.02,5.8824,False
2007-02-07,DIS,1,Alpha Vantage EARNINGS,2007-02-07,2006-12-31,0.49,0.39,0.1,25.641,False
2007-05-08,DIS,1,Alpha Vantage EARNINGS,2007-05-08,2007-03-31,0.43,0.38,0.05,13.1579,False
2007-08-01,DIS,1,Alpha Vantage EARNINGS,2007-08-01,2007-06-30,0.58,0.55,0.03,5.4545,False
2007-11-08,DIS,1,Alpha Vantage EARNINGS,2007-11-08,2007-09-30,0.42,0.41,0.01,2.439,False
2008-02-05,DIS,1,Alpha Vantage EARNINGS,2008-02-05,2007-12-31,0.63,0.52,0.11,21.1538,False
2008-05-06,DIS,1,Alpha Vantage EARNINGS,2008-05-06,2008-03-31,0.58,0.51,0.07,13.7255,False
2008-07-30,DIS,1,Alpha Vantage EARNINGS,2008-07-30,2008-06-30,0.62,0.61,0.01,1.6393,False
2008-11-06,DIS,1,Alpha Vantage EARNINGS,2008-11-06,2008-09-30,0.43,0.49,-0.06,-12.2449,False
2009-02-03,DIS,1,Alpha Vantage EARNINGS,2009-02-03,2008-12-31,0.41,0.51,-0.1,-19.6078,False
2009-05-05,DIS,1,Alpha Vantage EARNINGS,2009-05-05,2009-03-31,0.43,0.4,0.03,7.5,False
2009-07-30,DIS,1,Alpha Vantage EARNINGS,2009-07-30,2009-06-30,0.52,0.5,0.02,4.0,False
2009-11-12,DIS,1,Alpha Vantage EARNINGS,2009-11-12,2009-09-30,0.46,0.41,0.05,12.1951,False
2010-02-09,DIS,1,Alpha Vantage EARNINGS,2010-02-09,2009-12-31,0.47,0.38,0.09,23.6842,False
2010-05-11,DIS,1,Alpha Vantage EARNINGS,2010-05-11,2010-03-31,0.48,0.45,0.03,6.6667,False
2010-08-10,DIS,1,Alpha Vantage EARNINGS,2010-08-10,2010-06-30,0.67,0.58,0.09,15.5172,False
2010-11-11,DIS,1,Alpha Vantage EARNINGS,2010-11-11,2010-09-30,0.45,0.46,-0.01,-2.1739,False
2011-02-08,DIS,1,Alpha Vantage EARNINGS,2011-02-08,2010-12-31,0.68,0.56,0.12,21.4286,False
2011-05-10,DIS,1,Alpha Vantage EARNINGS,2011-05-10,2011-03-31,0.49,0.57,-0.08,-14.0351,False
2011-08-09,DIS,1,Alpha Vantage EARNINGS,2011-08-09,2011-06-30,0.78,0.73,0.05,6.8493,False
2011-11-10,DIS,1,Alpha Vantage EARNINGS,2011-11-10,2011-09-30,0.59,0.54,0.05,9.2593,False
2012-02-07,DIS,1,Alpha Vantage EARNINGS,2012-02-07,2011-12-31,0.8,0.71,0.09,12.6761,False
2012-05-08,DIS,1,Alpha Vantage EARNINGS,2012-05-08,2012-03-31,0.58,0.55,0.03,5.4545,False
2012-08-07,DIS,1,Alpha Vantage EARNINGS,2012-08-07,2012-06-30,1.01,0.93,0.08,8.6022,False
2012-11-08,DIS,1,Alpha Vantage EARNINGS,2012-11-08,2012-09-30,0.68,0.68,0.0,0.0,False
2013-02-05,DIS,1,Alpha Vantage EARNINGS,2013-02-05,2012-12-31,0.79,0.76,0.03,3.9474,False
2013-05-07,DIS,1,Alpha Vantage EARNINGS,2013-05-07,2013-03-31,0.79,0.77,0.02,2.5974,False
2013-08-06,DIS,1,Alpha Vantage EARNINGS,2013-08-06,2013-06-30,1.03,1.01,0.02,1.9802,False
2013-11-07,DIS,1,Alpha Vantage EARNINGS,2013-11-07,2013-09-30,0.77,0.76,0.01,1.3158,False
2014-02-05,DIS,1,Alpha Vantage EARNINGS,2014-02-05,2013-12-31,1.04,0.92,0.12,13.0435,False
2014-05-06,DIS,1,Alpha Vantage EARNINGS,2014-05-06,2014-03-31,1.11,0.96,0.15,15.625,False
2014-08-05,DIS,1,Alpha Vantage EARNINGS,2014-08-05,2014-06-30,1.28,1.17,0.11,9.4017,False
2014-11-06,DIS,1,Alpha Vantage EARNINGS,2014-11-06,2014-09-30,0.89,0.89,0.0,0.0,False
2015-02-03,DIS,1,Alpha Vantage EARNINGS,2015-02-03,2014-12-31,1.27,1.07,0.2,18.6916,False
2015-05-05,DIS,1,Alpha Vantage EARNINGS,2015-05-05,2015-03-31,1.23,1.11,0.12,10.8108,False
2015-08-04,DIS,1,Alpha Vantage EARNINGS,2015-08-04,2015-06-30,1.45,1.42,0.03,2.1127,False
2015-11-05,DIS,1,Alpha Vantage EARNINGS,2015-11-05,2015-09-30,1.2,1.14,0.06,5.2632,False
2016-02-09,DIS,1,Alpha Vantage EARNINGS,2016-02-09,2015-12-31,1.63,1.45,0.18,12.4138,False
2016-05-10,DIS,1,Alpha Vantage EARNINGS,2016-05-10,2016-03-31,1.36,1.4,-0.04,-2.8571,False
2016-08-09,DIS,1,Alpha Vantage EARNINGS,2016-08-09,2016-06-30,1.62,1.61,0.01,0.6211,False
2016-11-10,DIS,1,Alpha Vantage EARNINGS,2016-11-10,2016-09-30,1.1,1.16,-0.06,-5.1724,False
2017-02-07,DIS,1,Alpha Vantage EARNINGS,2017-02-07,2016-12-31,1.55,1.49,0.06,4.0268,False
2017-05-09,DIS,1,Alpha Vantage EARNINGS,2017-05-09,2017-03-31,1.5,1.41,0.09,6.383,False
2017-08-08,DIS,1,Alpha Vantage EARNINGS,2017-08-08,2017-06-30,1.58,1.55,0.03,1.9355,False
2017-11-09,DIS,1,Alpha Vantage EARNINGS,2017-11-09,2017-09-30,1.07,1.13,-0.06,-5.3097,False
2001-01-17,GE,1,Alpha Vantage EARNINGS,2001-01-17,2000-12-31,2.88,2.89,-0.01,-0.346,False
2001-04-12,GE,1,Alpha Vantage EARNINGS,2001-04-12,2001-03-31,2.4,2.39,0.01,0.4184,False
2001-07-12,GE,1,Alpha Vantage EARNINGS,2001-07-12,2001-06-30,3.12,3.1,0.02,0.6452,False
2001-10-11,GE,1,Alpha Vantage EARNINGS,2001-10-11,2001-09-30,2.64,2.7,-0.06,-2.2222,False
2002-01-17,GE,1,Alpha Vantage EARNINGS,2002-01-17,2001-12-31,3.12,3.11,0.01,0.3215,False
2002-04-11,GE,1,Alpha Vantage EARNINGS,2002-04-11,2002-03-31,2.8,2.78,0.02,0.7194,False
2002-07-12,GE,1,Alpha Vantage EARNINGS,2002-07-12,2002-06-30,3.52,3.53,-0.01,-0.2833,False
2002-10-11,GE,1,Alpha Vantage EARNINGS,2002-10-11,2002-09-30,3.28,3.25,0.03,0.9231,False
2003-01-17,GE,1,Alpha Vantage EARNINGS,2003-01-17,2002-12-31,2.48,2.47,0.01,0.4049,False
2003-04-11,GE,1,Alpha Vantage EARNINGS,2003-04-11,2003-03-31,2.56,2.56,0.0,0.0,False
2003-07-11,GE,1,Alpha Vantage EARNINGS,2003-07-11,2003-06-30,3.04,3.01,0.03,0.9967,False
2003-10-10,GE,1,Alpha Vantage EARNINGS,2003-10-10,2003-09-30,3.2,3.17,0.03,0.9464,False
2004-01-16,GE,1,Alpha Vantage EARNINGS,2004-01-16,2003-12-31,3.6,3.63,-0.03,-0.8264,False
2004-04-08,GE,1,Alpha Vantage EARNINGS,2004-04-08,2004-03-31,2.56,2.54,0.02,0.7874,False
2004-07-09,GE,1,Alpha Vantage EARNINGS,2004-07-09,2004-06-30,3.04,3.0,0.04,1.3333,False
2004-10-08,GE,1,Alpha Vantage EARNINGS,2004-10-08,2004-09-30,3.04,3.07,-0.03,-0.9772,False
2005-01-21,GE,1,Alpha Vantage EARNINGS,2005-01-21,2004-12-31,4.08,3.96,0.12,3.0303,False
2005-04-15,GE,1,Alpha Vantage EARNINGS,2005-04-15,2005-03-31,3.04,2.99,0.05,1.6722,False
2005-07-15,GE,1,Alpha Vantage EARNINGS,2005-07-15,2005-06-30,3.52,3.52,0.0,0.0,False
2005-10-14,GE,1,Alpha Vantage EARNINGS,2005-10-14,2005-09-30,3.52,3.52,0.0,0.0,False
2006-01-20,GE,1,Alpha Vantage EARNINGS,2006-01-20,2005-12-31,4.4,4.38,0.02,0.4566,False
2006-04-13,GE,1,Alpha Vantage EARNINGS,2006-04-13,2006-03-31,3.12,3.11,0.01,0.3215,False
2006-07-14,GE,1,Alpha Vantage EARNINGS,2006-07-14,2006-06-30,3.76,3.77,-0.01,-0.2653,False
2006-10-13,GE,1,Alpha Vantage EARNINGS,2006-10-13,2006-09-30,3.92,3.92,0.0,0.0,False
2007-01-19,GE,1,Alpha Vantage EARNINGS,2007-01-19,2006-12-31,5.12,5.09,0.03,0.5894,False
2007-04-13,GE,1,Alpha Vantage EARNINGS,2007-04-13,2007-03-31,3.52,3.53,-0.01,-0.2833,False
2007-07-13,GE,1,Alpha Vantage EARNINGS,2007-07-13,2007-06-30,4.24,4.18,0.06,1.4354,False
2007-10-12,GE,1,Alpha Vantage EARNINGS,2007-10-12,2007-09-30,4.0,4.01,-0.01,-0.2494,False
2008-01-18,GE,1,Alpha Vantage EARNINGS,2008-01-18,2007-12-31,5.44,5.44,0.0,0.0,False
2008-04-11,GE,1,Alpha Vantage EARNINGS,2008-04-11,2008-03-31,3.52,4.09,-0.57,-13.9364,False
2008-07-11,GE,1,Alpha Vantage EARNINGS,2008-07-11,2008-06-30,4.32,4.28,0.04,0.9346,False
2008-10-10,GE,1,Alpha Vantage EARNINGS,2008-10-10,2008-09-30,3.6,3.59,0.01,0.2786,False
2009-01-23,GE,1,Alpha Vantage EARNINGS,2009-01-23,2008-12-31,2.88,2.94,-0.06,-2.0408,False
2009-04-17,GE,1,Alpha Vantage EARNINGS,2009-04-17,2009-03-31,2.08,1.67,0.41,24.5509,False
2009-07-17,GE,1,Alpha Vantage EARNINGS,2009-07-17,2009-06-30,2.08,1.85,0.23,12.4324,False
2009-10-16,GE,1,Alpha Vantage EARNINGS,2009-10-16,2009-09-30,1.76,1.62,0.14,8.642,False
2010-01-22,GE,1,Alpha Vantage EARNINGS,2010-01-22,2009-12-31,2.24,2.09,0.15,7.177,False
2010-04-16,GE,1,Alpha Vantage EARNINGS,2010-04-16,2010-03-31,1.68,1.31,0.37,28.2443,False
2010-07-16,GE,1,Alpha Vantage EARNINGS,2010-07-16,2010-06-30,2.4,2.13,0.27,12.6761,False
2010-10-15,GE,1,Alpha Vantage EARNINGS,2010-10-15,2010-09-30,2.32,2.19,0.13,5.9361,False
2011-01-21,GE,1,Alpha Vantage EARNINGS,2011-01-21,2010-12-31,2.88,2.55,0.33,12.9412,False
2011-04-21,GE,1,Alpha Vantage EARNINGS,2011-04-21,2011-03-31,2.64,2.27,0.37,16.2996,False
2011-07-22,GE,1,Alpha Vantage EARNINGS,2011-07-22,2011-06-30,2.72,2.58,0.14,5.4264,False
2011-10-21,GE,1,Alpha Vantage EARNINGS,2011-10-21,2011-09-30,2.48,2.51,-0.03,-1.1952,False
2012-01-20,GE,1,Alpha Vantage EARNINGS,2012-01-20,2011-12-31,3.12,3.03,0.09,2.9703,False
2012-04-20,GE,1,Alpha Vantage EARNINGS,2012-04-20,2012-03-31,2.72,2.63,0.09,3.4221,False
