date,ticker,ea,source,reported_date,fiscal_date_ending,reported_eps,estimated_eps,surprise,surprise_percentage,aligned_to_trading_day
2001-01-17,AAPL,1,Alpha Vantage EARNINGS,2001-01-17,2000-12-31,-0.01,-0.01,0.0,0.0,False
2001-04-18,AAPL,1,Alpha Vantage EARNINGS,2001-04-18,2001-03-31,0.01,nan,0.0,nan,False
2001-07-18,AAPL,1,Alpha Vantage EARNINGS,2001-07-18,2001-06-30,0.003,nan,0.0,nan,False
2001-10-17,AAPL,1,Alpha Vantage EARNINGS,2001-10-17,2001-09-30,0.0034,nan,0.0,nan,False
2002-01-16,AAPL,1,Alpha Vantage EARNINGS,2002-01-16,2001-12-31,0.01,0.01,0.0,0.0,False
2002-04-17,AAPL,1,Alpha Vantage EARNINGS,2002-04-17,2002-03-31,0.002,nan,0.0,nan,False
2002-07-16,AAPL,1,Alpha Vantage EARNINGS,2002-07-16,2002-06-30,0.01,0.01,0.0,0.0,False
2002-10-16,AAPL,1,Alpha Vantage EARNINGS,2002-10-16,2002-09-30,-0.0022,nan,0.0,nan,False
2003-01-15,AAPL,1,Alpha Vantage EARNINGS,2003-01-15,2002-12-31,-0.0004,nan,0.0,nan,False
2003-04-16,AAPL,1,Alpha Vantage EARNINGS,2003-04-16,2003-03-31,0.0007,nan,0.0,nan,False
2003-07-16,AAPL,1,Alpha Vantage EARNINGS,2003-07-16,2003-06-30,0.0009,nan,0.0,nan,False
2003-10-15,AAPL,1,Alpha Vantage EARNINGS,2003-10-15,2003-09-30,0.01,nan,0.0,nan,False
2004-01-14,AAPL,1,Alpha Vantage EARNINGS,2004-01-14,2003-12-31,0.01,0.01,0.0,0.0,False
2004-04-14,AAPL,1,Alpha Vantage EARNINGS,2004-04-14,2004-03-31,0.01,0.01,0.0,0.0,False
2004-07-14,AAPL,1,Alpha Vantage EARNINGS,2004-07-14,2004-06-30,0.01,0.01,0.0,0.0,False
2004-10-13,AAPL,1,Alpha Vantage EARNINGS,2004-10-13,2004-09-30,0.02,0.01,0.01,100.0,False
2005-01-12,AAPL,1,Alpha Vantage EARNINGS,2005-01-12,2004-12-31,0.01,0.01,0.0,0.0,False
2005-04-13,AAPL,1,Alpha Vantage EARNINGS,2005-04-13,2005-03-31,0.01,0.01,0.0,0.0,False
2005-07-13,AAPL,1,Alpha Vantage EARNINGS,2005-07-13,2005-06-30,0.01,0.01,0.0,0.0,False
2005-10-11,AAPL,1,Alpha Vantage EARNINGS,2005-10-11,2005-09-30,0.01,0.01,0.0,0.0,False
2006-01-18,AAPL,1,Alpha Vantage EARNINGS,2006-01-18,2005-12-31,0.02,0.02,0.0,0.0,False
2006-04-19,AAPL,1,Alpha Vantage EARNINGS,2006-04-19,2006-03-31,0.02,0.02,0.0,0.0,False
2006-07-19,AAPL,1,Alpha Vantage EARNINGS,2006-07-19,2006-06-30,0.02,0.02,0.0,0.0,False
2006-10-18,AAPL,1,Alpha Vantage EARNINGS,2006-10-18,2006-09-30,0.02,0.02,0.0,0.0,False
2007-01-17,AAPL,1,Alpha Vantage EARNINGS,2007-01-17,2006-12-31,0.04,0.03,0.01,33.3333,False
2007-04-25,AAPL,1,Alpha Vantage EARNINGS,2007-04-25,2007-03-31,0.03,0.02,0.01,50.0,False
2007-07-25,AAPL,1,Alpha Vantage EARNINGS,2007-07-25,2007-06-30,0.03,0.03,0.0,0.0,False
2007-10-22,AAPL,1,Alpha Vantage EARNINGS,2007-10-22,2007-09-30,0.04,0.03,0.01,33.3333,False
2008-01-22,AAPL,1,Alpha Vantage EARNINGS,2008-01-22,2007-12-31,0.06,0.06,0.0,0.0,False
2008-04-23,AAPL,1,Alpha Vantage EARNINGS,2008-04-23,2008-03-31,0.0425,0.0375,0.005,13.3333,False
2008-07-21,AAPL,1,Alpha Vantage EARNINGS,2008-07-21,2008-06-30,0.0425,0.0375,0.005,13.3333,False
2008-10-21,AAPL,1,Alpha Vantage EARNINGS,2008-10-21,2008-09-30,0.045,0.04,0.005,12.5,False
2009-01-21,AAPL,1,Alpha Vantage EARNINGS,2009-01-21,2008-12-31,0.0625,0.05,0.0125,25.0,False
2009-04-22,AAPL,1,Alpha Vantage EARNINGS,2009-04-22,2009-03-31,0.0475,0.04,0.0075,18.75,False
2009-07-21,AAPL,1,Alpha Vantage EARNINGS,2009-07-21,2009-06-30,0.0475,0.0425,0.005,11.7647,False
2009-10-19,AAPL,1,Alpha Vantage EARNINGS,2009-10-19,2009-09-30,0.065,0.05,0.015,30.0,False
2010-01-25,AAPL,1,Alpha Vantage EARNINGS,2010-01-25,2009-12-31,0.13,0.075,0.055,73.3333,False
2010-04-20,AAPL,1,Alpha Vantage EARNINGS,2010-04-20,2010-03-31,0.12,0.0875,0.0325,37.1429,False
2010-07-20,AAPL,1,Alpha Vantage EARNINGS,2010-07-20,2010-06-30,0.125,0.11,0.015,13.6364,False
2010-10-18,AAPL,1,Alpha Vantage EARNINGS,2010-10-18,2010-09-30,0.165,0.145,0.02,13.7931,False
2011-01-18,AAPL,1,Alpha Vantage EARNINGS,2011-01-18,2010-12-31,0.23,0.1925,0.0375,19.4805,False
2011-04-20,AAPL,1,Alpha Vantage EARNINGS,2011-04-20,2011-03-31,0.2275,0.1925,0.035,18.1818,False
2011-07-19,AAPL,1,Alpha Vantage EARNINGS,2011-07-19,2011-06-30,0.2775,0.2075,0.07,33.7349,False
2011-10-18,AAPL,1,Alpha Vantage EARNINGS,2011-10-18,2011-09-30,0.2525,0.265,-0.0125,-4.717,False
2012-01-24,AAPL,1,Alpha Vantage EARNINGS,2012-01-24,2011-12-31,0.495,0.3625,0.1325,36.5517,False
2012-04-24,AAPL,1,Alpha Vantage EARNINGS,2012-04-24,2012-03-31,0.44,0.3575,0.0825,23.0769,False
2012-07-24,AAPL,1,Alpha Vantage EARNINGS,2012-07-24,2012-06-30,0.3325,0.37,-0.0375,-10.1351,False
2012-10-25,AAPL,1,Alpha Vantage EARNINGS,2012-10-25,2012-09-30,0.31,0.3125,-0.0025,-0.8,False
2013-01-23,AAPL,1,Alpha Vantage EARNINGS,2013-01-23,2012-12-31,0.4925,0.48,0.0125,2.6042,False
2013-04-23,AAPL,1,Alpha Vantage EARNINGS,2013-04-23,2013-03-31,0.36,0.3575,0.0025,0.6993,False
2013-07-23,AAPL,1,Alpha Vantage EARNINGS,2013-07-23,2013-06-30,0.2675,0.2625,0.005,1.9048,False
2013-10-28,AAPL,1,Alpha Vantage EARNINGS,2013-10-28,2013-09-30,0.295,0.285,0.01,3.5088,False
2014-01-27,AAPL,1,Alpha Vantage EARNINGS,2014-01-27,2013-12-31,0.5175,0.5025,0.015,2.9851,False
2014-04-23,AAPL,1,Alpha Vantage EARNINGS,2014-04-23,2014-03-31,0.415,0.365,0.05,13.6986,False
2014-07-22,AAPL,1,Alpha Vantage EARNINGS,2014-07-22,2014-06-30,0.32,0.3075,0.0125,4.065,False
2014-10-20,AAPL,1,Alpha Vantage EARNINGS,2014-10-20,2014-09-30,0.355,0.3275,0.0275,8.3969,False
2015-01-27,AAPL,1,Alpha Vantage EARNINGS,2015-01-27,2014-12-31,0.765,0.65,0.115,17.6923,False
2015-04-27,AAPL,1,Alpha Vantage EARNINGS,2015-04-27,2015-03-31,0.5825,0.54,0.0425,7.8704,False
2015-07-21,AAPL,1,Alpha Vantage EARNINGS,2015-07-21,2015-06-30,0.4625,0.4525,0.01,2.2099,False
2015-10-27,AAPL,1,Alpha Vantage EARNINGS,2015-10-27,2015-09-30,0.49,0.47,0.02,4.2553,False
2016-01-26,AAPL,1,Alpha Vantage EARNINGS,2016-01-26,2015-12-31,0.82,0.8075,0.0125,1.548,False
2016-04-26,AAPL,1,Alpha Vantage EARNINGS,2016-04-26,2016-03-31,0.475,0.5,-0.025,-5.0,False
2016-07-26,AAPL,1,Alpha Vantage EARNINGS,2016-07-26,2016-06-30,0.355,0.345,0.01,2.8986,False
2016-10-25,AAPL,1,Alpha Vantage EARNINGS,2016-10-25,2016-09-30,0.4175,0.415,0.0025,0.6024,False
2017-01-31,AAPL,1,Alpha Vantage EARNINGS,2017-01-31,2016-12-31,0.84,0.8025,0.0375,4.6729,False
2017-05-02,AAPL,1,Alpha Vantage EARNINGS,2017-05-02,2017-03-31,0.525,0.505,0.02,3.9604,False
2017-08-01,AAPL,1,Alpha Vantage EARNINGS,2017-08-01,2017-06-30,0.4175,0.3925,0.025,6.3694,False
2017-11-02,AAPL,1,Alpha Vantage EARNINGS,2017-11-02,2017-09-30,0.5175,0.4675,0.05,10.6952,False
2001-01-22,AXP,1,Alpha Vantage EARNINGS,2001-01-22,2000-12-31,0.5,0.5,0.0,0.0,False
2001-04-23,AXP,1,Alpha Vantage EARNINGS,2001-04-23,2001-03-31,0.4,0.39,0.01,2.5641,False
2001-07-23,AXP,1,Alpha Vantage EARNINGS,2001-07-23,2001-06-30,0.13,0.13,0.0,0.0,False
2001-10-22,AXP,1,Alpha Vantage EARNINGS,2001-10-22,2001-09-30,0.22,0.3,-0.08,-26.6667,False
2002-01-28,AXP,1,Alpha Vantage EARNINGS,2002-01-28,2001-12-31,0.22,0.23,-0.01,-4.3478,False
2002-04-18,AXP,1,Alpha Vantage EARNINGS,2002-04-18,2002-03-31,0.46,0.43,0.03,6.9767,False
2002-07-22,AXP,1,Alpha Vantage EARNINGS,2002-07-22,2002-06-30,0.51,0.5,0.01,2.0,False
2002-10-28,AXP,1,Alpha Vantage EARNINGS,2002-10-28,2002-09-30,0.52,0.51,0.01,1.9608,False
2003-01-28,AXP,1,Alpha Vantage EARNINGS,2003-01-27,2002-12-31,0.52,0.51,0.01,1.9608,True
2003-04-24,AXP,1,Alpha Vantage EARNINGS,2003-04-24,2003-03-31,0.53,0.52,0.01,1.9231,False
2003-07-28,AXP,1,Alpha Vantage EARNINGS,2003-07-28,2003-06-30,0.59,0.57,0.02,3.5088,False
2003-10-27,AXP,1,Alpha Vantage EARNINGS,2003-10-27,2003-09-30,0.59,0.58,0.01,1.7241,False
2004-01-26,AXP,1,Alpha Vantage EARNINGS,2004-01-26,2003-12-31,0.6,0.59,0.01,1.6949,False
2004-04-22,AXP,1,Alpha Vantage EARNINGS,2004-04-22,2004-03-31,0.66,0.62,0.04,6.4516,False
2004-07-26,AXP,1,Alpha Vantage EARNINGS,2004-07-26,2004-06-30,0.68,0.67,0.01,1.4925,False
2004-10-25,AXP,1,Alpha Vantage EARNINGS,2004-10-25,2004-09-30,0.69,0.69,0.0,0.0,False
2005-01-24,AXP,1,Alpha Vantage EARNINGS,2005-01-24,2004-12-31,0.71,0.7,0.01,1.4286,False
2005-04-26,AXP,1,Alpha Vantage EARNINGS,2005-04-26,2005-03-31,0.75,0.75,0.0,0.0,False
2005-07-25,AXP,1,Alpha Vantage EARNINGS,2005-07-25,2005-06-30,0.81,0.78,0.03,3.8462,False
2005-10-24,AXP,1,Alpha Vantage EARNINGS,2005-10-24,2005-09-30,0.68,0.66,0.02,3.0303,False
2006-01-23,AXP,1,Alpha Vantage EARNINGS,2006-01-23,2005-12-31,0.6,0.59,0.01,1.6949,False
2006-04-24,AXP,1,Alpha Vantage EARNINGS,2006-04-24,2006-03-31,0.7,0.69,0.01,1.4493,False
2006-07-24,AXP,1,Alpha Vantage EARNINGS,2006-07-24,2006-06-30,0.78,0.74,0.04,5.4054,False
2006-10-23,AXP,1,Alpha Vantage EARNINGS,2006-10-23,2006-09-30,0.78,0.76,0.02,2.6316,False
2007-01-22,AXP,1,Alpha Vantage EARNINGS,2007-01-22,2006-12-31,0.75,0.77,-0.02,-2.5974,False
2007-04-19,AXP,1,Alpha Vantage EARNINGS,2007-04-19,2007-03-31,0.87,0.8,0.07,8.75,False
2007-07-23,AXP,1,Alpha Vantage EARNINGS,2007-07-23,2007-06-30,0.83,0.86,-0.03,-3.4884,False
2007-10-22,AXP,1,Alpha Vantage EARNINGS,2007-10-22,2007-09-30,0.9,0.86,0.04,4.6512,False
2008-01-28,AXP,1,Alpha Vantage EARNINGS,2008-01-28,2007-12-31,0.71,0.71,0.0,0.0,False
2008-04-24,AXP,1,Alpha Vantage EARNINGS,2008-04-24,2008-03-31,0.84,0.8,0.04,5.0,False
2008-07-21,AXP,1,Alpha Vantage EARNINGS,2008-07-21,2008-06-30,0.56,0.83,-0.27,-32.5301,False
2008-10-20,AXP,1,Alpha Vantage EARNINGS,2008-10-20,2008-09-30,0.74,0.59,0.15,25.4237,False
2009-01-26,AXP,1,Alpha Vantage EARNINGS,2009-01-26,2008-12-31,0.21,0.15,0.06,40.0,False
2009-04-23,AXP,1,Alpha Vantage EARNINGS,2009-04-23,2009-03-31,0.2,0.14,0.06,42.8571,False
2009-07-23,AXP,1,Alpha Vantage EARNINGS,2009-07-23,2009-06-30,0.27,0.27,0.0,0.0,False
2009-10-22,AXP,1,Alpha Vantage EARNINGS,2009-10-22,2009-09-30,0.44,0.38,0.06,15.7895,False
2010-01-21,AXP,1,Alpha Vantage EARNINGS,2010-01-21,2009-12-31,0.59,0.57,0.02,3.5088,False
2010-04-22,AXP,1,Alpha Vantage EARNINGS,2010-04-22,2010-03-31,0.73,0.64,0.09,14.0625,False
2010-07-22,AXP,1,Alpha Vantage EARNINGS,2010-07-22,2010-06-30,0.84,0.78,0.06,7.6923,False
2010-10-21,AXP,1,Alpha Vantage EARNINGS,2010-10-21,2010-09-30,0.9,0.86,0.04,4.6512,False
2011-01-24,AXP,1,Alpha Vantage EARNINGS,2011-01-24,2010-12-31,0.94,0.95,-0.01,-1.0526,False
2011-04-20,AXP,1,Alpha Vantage EARNINGS,2011-04-20,2011-03-31,0.97,0.85,0.12,14.1176,False
2011-07-20,AXP,1,Alpha Vantage EARNINGS,2011-07-20,2011-06-30,1.07,0.94,0.13,13.8298,False
2011-10-19,AXP,1,Alpha Vantage EARNINGS,2011-10-19,2011-09-30,1.03,0.95,0.08,8.4211,False
2012-01-19,AXP,1,Alpha Vantage EARNINGS,2012-01-19,2011-12-31,1.04,0.97,0.07,7.2165,False
2012-04-18,AXP,1,Alpha Vantage EARNINGS,2012-04-18,2012-03-31,1.07,1.0,0.07,7.0,False
2012-07-18,AXP,1,Alpha Vantage EARNINGS,2012-07-18,2012-06-30,1.15,1.1,0.05,4.5455,False
2012-10-17,AXP,1,Alpha Vantage EARNINGS,2012-10-17,2012-09-30,1.09,1.09,0.0,0.0,False
2013-01-17,AXP,1,Alpha Vantage EARNINGS,2013-01-17,2012-12-31,1.09,1.08,0.01,0.9259,False
2013-04-17,AXP,1,Alpha Vantage EARNINGS,2013-04-17,2013-03-31,1.15,1.13,0.02,1.7699,False
2013-07-17,AXP,1,Alpha Vantage EARNINGS,2013-07-17,2013-06-30,1.27,1.22,0.05,4.0984,False
2013-10-16,AXP,1,Alpha Vantage EARNINGS,2013-10-16,2013-09-30,1.25,1.22,0.03,2.459,False
2014-01-16,AXP,1,Alpha Vantage EARNINGS,2014-01-16,2013-12-31,1.25,1.25,0.0,0.0,False
2014-04-16,AXP,1,Alpha Vantage EARNINGS,2014-04-16,2014-03-31,1.33,1.3,0.03,2.3077,False
2014-07-29,AXP,1,Alpha Vantage EARNINGS,2014-07-29,2014-06-30,1.43,1.38,0.05,3.6232,False
2014-10-15,AXP,1,Alpha Vantage EARNINGS,2014-10-15,2014-09-30,1.4,1.36,0.04,2.9412,False
2015-01-21,AXP,1,Alpha Vantage EARNINGS,2015-01-21,2014-12-31,1.39,1.39,0.0,0.0,False
2015-04-16,AXP,1,Alpha Vantage EARNINGS,2015-04-16,2015-03-31,1.48,1.36,0.12,8.8235,False
2015-07-22,AXP,1,Alpha Vantage EARNINGS,2015-07-22,2015-06-30,1.42,1.33,0.09,6.7669,False
2015-10-21,AXP,1,Alpha Vantage EARNINGS,2015-10-21,2015-09-30,1.24,1.31,-0.07,-5.3435,False
2016-01-21,AXP,1,Alpha Vantage EARNINGS,2016-01-21,2015-12-31,1.23,1.12,0.11,9.8214,False
2016-04-20,AXP,1,Alpha Vantage EARNINGS,2016-04-20,2016-03-31,1.5,1.35,0.15,11.1111,False
2016-07-20,AXP,1,Alpha Vantage EARNINGS,2016-07-20,2016-06-30,2.26,1.71,0.55,32.1637,False
2016-10-19,AXP,1,Alpha Vantage EARNINGS,2016-10-19,2016-09-30,1.24,0.96,0.28,29.1667,False
2017-01-19,AXP,1,Alpha Vantage EARNINGS,2017-01-19,2016-12-31,0.91,0.99,-0.08,-8.0808,False
2017-04-19,AXP,1,Alpha Vantage EARNINGS,2017-04-19,2017-03-31,1.34,1.26,0.08,6.3492,False
2017-07-19,AXP,1,Alpha Vantage EARNINGS,2017-07-19,2017-06-30,1.47,1.44,0.03,2.0833,False
2017-10-18,AXP,1,Alpha Vantage EARNINGS,2017-10-18,2017-09-30,1.63,1.48,0.15,10.1351,False
2001-01-17,BA,1,Alpha Vantage EARNINGS,2001-01-17,2000-12-31,1.01,0.91,0.1,10.989,False
2001-04-20,BA,1,Alpha Vantage EARNINGS,2001-04-20,2001-03-31,0.89,0.8,0.09,11.25,False
2001-07-18,BA,1,Alpha Vantage EARNINGS,2001-07-18,2001-06-30,0.95,0.91,0.04,4.3956,False
2001-10-18,BA,1,Alpha Vantage EARNINGS,2001-10-18,2001-09-30,0.88,0.87,0.01,1.1494,False
2002-01-23,BA,1,Alpha Vantage EARNINGS,2002-01-23,2001-12-31,0.9,0.89,0.01,1.1236,False
2002-04-17,BA,1,Alpha Vantage EARNINGS,2002-04-17,2002-03-31,0.75,0.84,-0.09,-10.7143,False
2002-07-17,BA,1,Alpha Vantage EARNINGS,2002-07-17,2002-06-30,0.92,0.8,0.12,15.0,False
2002-10-16,BA,1,Alpha Vantage EARNINGS,2002-10-16,2002-09-30,0.46,0.47,-0.01,-2.1277,False
2003-01-30,BA,1,Alpha Vantage EARNINGS,2003-01-30,2002-12-31,0.71,0.71,0.0,0.0,False
2003-04-23,BA,1,Alpha Vantage EARNINGS,2003-04-23,2003-03-31,0.42,0.24,0.18,75.0,False
2003-07-23,BA,1,Alpha Vantage EARNINGS,2003-07-23,2003-06-30,-0.24,-0.43,0.19,44.186,False
2003-10-29,BA,1,Alpha Vantage EARNINGS,2003-10-29,2003-09-30,0.32,0.26,0.06,23.0769,False
2004-01-29,BA,1,Alpha Vantage EARNINGS,2004-01-29,2003-12-31,0.5,0.51,-0.01,-1.9608,False
2004-04-28,BA,1,Alpha Vantage EARNINGS,2004-04-28,2004-03-31,0.65,0.44,0.21,47.7273,False
2004-07-28,BA,1,Alpha Vantage EARNINGS,2004-07-28,2004-06-30,0.5,0.47,0.03,6.383,False
2004-10-27,BA,1,Alpha Vantage EARNINGS,2004-10-27,2004-09-30,0.44,0.41,0.03,7.3171,False
2005-02-02,BA,1,Alpha Vantage EARNINGS,2005-02-02,2004-12-31,0.11,0.11,0.0,0.0,False
2005-04-27,BA,1,Alpha Vantage EARNINGS,2005-04-27,2005-03-31,0.57,0.55,0.02,3.6364,False
2005-07-27,BA,1,Alpha Vantage EARNINGS,2005-07-27,2005-06-30,0.79,0.61,0.18,29.5082,False
2005-10-26,BA,1,Alpha Vantage EARNINGS,2005-10-26,2005-09-30,0.69,0.78,-0.09,-11.5385,False
2006-02-01,BA,1,Alpha Vantage EARNINGS,2006-02-01,2005-12-31,0.59,0.47,0.12,25.5319,False
2006-04-26,BA,1,Alpha Vantage EARNINGS,2006-04-26,2006-03-31,0.85,0.76,0.09,11.8421,False
2006-07-26,BA,1,Alpha Vantage EARNINGS,2006-07-26,2006-06-30,-0.21,-0.2,-0.01,-5.0,False
2006-10-25,BA,1,Alpha Vantage EARNINGS,2006-10-25,2006-09-30,0.89,0.63,0.26,41.2698,False
2007-01-31,BA,1,Alpha Vantage EARNINGS,2007-01-31,2006-12-31,1.16,0.97,0.19,19.5876,False
2007-04-25,BA,1,Alpha Vantage EARNINGS,2007-04-25,2007-03-31,1.12,1.01,0.11,10.8911,False
2007-07-25,BA,1,Alpha Vantage EARNINGS,2007-07-25,2007-06-30,1.35,1.16,0.19,16.3793,False
2007-10-24,BA,1,Alpha Vantage EARNINGS,2007-10-24,2007-09-30,1.43,1.24,0.19,15.3226,False
2008-01-30,BA,1,Alpha Vantage EARNINGS,2008-01-30,2007-12-31,1.36,1.32,0.04,3.0303,False
2008-04-23,BA,1,Alpha Vantage EARNINGS,2008-04-23,2008-03-31,1.61,1.36,0.25,18.3824,False
2008-07-23,BA,1,Alpha Vantage EARNINGS,2008-07-23,2008-06-30,1.16,1.24,-0.08,-6.4516,False
2008-10-22,BA,1,Alpha Vantage EARNINGS,2008-10-22,2008-09-30,0.94,1.0,-0.06,-6.0,False
2009-01-28,BA,1,Alpha Vantage EARNINGS,2009-01-28,2008-12-31,0.62,0.78,-0.16,-20.5128,False
2009-04-22,BA,1,Alpha Vantage EARNINGS,2009-04-22,2009-03-31,0.87,0.91,-0.04,-4.3956,False
2009-07-22,BA,1,Alpha Vantage EARNINGS,2009-07-22,2009-06-30,1.41,1.21,0.2,16.5289,False
2009-10-21,BA,1,Alpha Vantage EARNINGS,2009-10-21,2009-09-30,-2.22,-2.07,-0.15,-7.2464,False
2010-01-27,BA,1,Alpha Vantage EARNINGS,2010-01-27,2009-12-31,1.77,1.36,0.41,30.1471,False
2010-04-21,BA,1,Alpha Vantage EARNINGS,2010-04-21,2010-03-31,0.7,0.73,-0.03,-4.1096,False
2010-07-28,BA,1,Alpha Vantage EARNINGS,2010-07-28,2010-06-30,1.06,1.03,0.03,2.9126,False
2010-10-20,BA,1,Alpha Vantage EARNINGS,2010-10-20,2010-09-30,1.12,1.07,0.05,4.6729,False
2011-01-26,BA,1,Alpha Vantage EARNINGS,2011-01-26,2010-12-31,1.11,1.12,-0.01,-0.8929,False
2011-04-27,BA,1,Alpha Vantage EARNINGS,2011-04-27,2011-03-31,0.78,0.7,0.08,11.4286,False
2011-07-27,BA,1,Alpha Vantage EARNINGS,2011-07-27,2011-06-30,1.25,0.98,0.27,27.551,False
2011-10-26,BA,1,Alpha Vantage EARNINGS,2011-10-26,2011-09-30,1.46,1.11,0.35,31.5315,False
2012-01-25,BA,1,Alpha Vantage EARNINGS,2012-01-25,2011-12-31,1.32,1.02,0.3,29.4118,False
2012-04-25,BA,1,Alpha Vantage EARNINGS,2012-04-25,2012-03-31,1.22,0.95,0.27,28.4211,False
2012-07-25,BA,1,Alpha Vantage EARNINGS,2012-07-25,2012-06-30,1.27,1.11,0.16,14.4144,False
2012-10-24,BA,1,Alpha Vantage EARNINGS,2012-10-24,2012-09-30,1.35,1.12,0.23,20.5357,False
2013-01-30,BA,1,Alpha Vantage EARNINGS,2013-01-30,2012-12-31,1.28,1.2,0.08,6.6667,False
2013-04-24,BA,1,Alpha Vantage EARNINGS,2013-04-24,2013-03-31,1.73,1.49,0.24,16.1074,False
2013-07-24,BA,1,Alpha Vantage EARNINGS,2013-07-24,2013-06-30,1.67,1.55,0.12,7.7419,False
2013-10-23,BA,1,Alpha Vantage EARNINGS,2013-10-23,2013-09-30,1.8,1.55,0.25,16.129,False
2014-01-29,BA,1,Alpha Vantage EARNINGS,2014-01-29,2013-12-31,1.88,1.57,0.31,19.7452,False
2014-04-23,BA,1,Alpha Vantage EARNINGS,2014-04-23,2014-03-31,1.76,1.56,0.2,12.8205,False
2014-07-23,BA,1,Alpha Vantage EARNINGS,2014-07-23,2014-06-30,2.42,1.99,0.43,21.608,False
2014-10-22,BA,1,Alpha Vantage EARNINGS,2014-10-22,2014-09-30,2.14,1.96,0.18,9.1837,False
2015-01-28,BA,1,Alpha Vantage EARNINGS,2015-01-28,2014-12-31,2.31,2.12,0.19,8.9623,False
2015-04-22,BA,1,Alpha Vantage EARNINGS,2015-04-22,2015-03-31,1.97,1.81,0.16,8.8398,False
2015-07-22,BA,1,Alpha Vantage EARNINGS,2015-07-22,2015-06-30,1.62,1.38,0.24,17.3913,False
2015-10-21,BA,1,Alpha Vantage EARNINGS,2015-10-21,2015-09-30,2.52,2.19,0.33,15.0685,False
2016-01-27,BA,1,Alpha Vantage EARNINGS,2016-01-27,2015-12-31,1.6,1.28,0.32,25.0,False
2016-04-27,BA,1,Alpha Vantage EARNINGS,2016-04-27,2016-03-31,1.74,1.85,-0.11,-5.9459,False
2016-07-27,BA,1,Alpha Vantage EARNINGS,2016-07-27,2016-06-30,2.79,2.24,0.55,24.5536,False
2016-10-26,BA,1,Alpha Vantage EARNINGS,2016-10-26,2016-09-30,3.51,2.62,0.89,33.9695,False
2017-01-25,BA,1,Alpha Vantage EARNINGS,2017-01-25,2016-12-31,2.47,2.33,0.14,6.0086,False
2017-04-26,BA,1,Alpha Vantage EARNINGS,2017-04-26,2017-03-31,2.01,1.91,0.1,5.2356,False
2017-07-26,BA,1,Alpha Vantage EARNINGS,2017-07-26,2017-06-30,2.55,2.29,0.26,11.3537,False
2017-10-25,BA,1,Alpha Vantage EARNINGS,2017-10-25,2017-09-30,2.72,2.66,0.06,2.2556,False
2001-01-19,CAT,1,Alpha Vantage EARNINGS,2001-01-18,2000-12-31,0.38,0.32,0.06,18.75,True
2001-04-18,CAT,1,Alpha Vantage EARNINGS,2001-04-17,2001-03-31,0.24,0.25,-0.01,-4.0,True
2001-07-18,CAT,1,Alpha Vantage EARNINGS,2001-07-17,2001-06-30,0.39,0.35,0.04,11.4286,True
2001-10-17,CAT,1,Alpha Vantage EARNINGS,2001-10-16,2001-09-30,0.3,0.31,-0.01,-3.2258,True
2002-01-23,CAT,1,Alpha Vantage EARNINGS,2002-01-23,2001-12-31,0.38,0.38,0.0,0.0,False
2002-04-16,CAT,1,Alpha Vantage EARNINGS,2002-04-16,2002-03-31,0.12,0.12,0.0,0.0,False
2002-07-17,CAT,1,Alpha Vantage EARNINGS,2002-07-16,2002-06-30,0.29,0.36,-0.07,-19.4444,True
2002-10-18,CAT,1,Alpha Vantage EARNINGS,2002-10-16,2002-09-30,0.31,0.28,0.03,10.7143,True
2003-01-23,CAT,1,Alpha Vantage EARNINGS,2003-01-23,2002-12-31,0.44,0.34,0.1,29.4118,False
2003-04-16,CAT,1,Alpha Vantage EARNINGS,2003-04-16,2003-03-31,0.19,0.13,0.06,46.1538,False
2003-07-17,CAT,1,Alpha Vantage EARNINGS,2003-07-17,2003-06-30,0.57,0.33,0.24,72.7273,False
2003-10-16,CAT,1,Alpha Vantage EARNINGS,2003-10-16,2003-09-30,0.37,0.37,0.0,0.0,False
2004-01-27,CAT,1,Alpha Vantage EARNINGS,2004-01-27,2003-12-31,0.49,0.47,0.02,4.2553,False
2004-04-22,CAT,1,Alpha Vantage EARNINGS,2004-04-22,2004-03-31,0.58,0.35,0.23,65.7143,False
2004-07-22,CAT,1,Alpha Vantage EARNINGS,2004-07-22,2004-06-30,0.78,0.86,-0.08,-9.3023,False
2004-10-21,CAT,1,Alpha Vantage EARNINGS,2004-10-21,2004-09-30,0.71,0.68,0.03,4.4118,False
2005-01-27,CAT,1,Alpha Vantage EARNINGS,2005-01-27,2004-12-31,0.78,0.81,-0.03,-3.7037,False
2005-04-20,CAT,1,Alpha Vantage EARNINGS,2005-04-20,2005-03-31,0.82,0.68,0.14,20.5882,False
2005-07-21,CAT,1,Alpha Vantage EARNINGS,2005-07-21,2005-06-30,1.08,1.33,-0.25,-18.797,False
2005-10-21,CAT,1,Alpha Vantage EARNINGS,2005-10-21,2005-09-30,0.94,1.06,-0.12,-11.3208,False
2006-01-26,CAT,1,Alpha Vantage EARNINGS,2006-01-26,2005-12-31,1.2,1.1,0.1,9.0909,False
2006-04-24,CAT,1,Alpha Vantage EARNINGS,2006-04-24,2006-03-31,1.2,1.06,0.14,13.2075,False
2006-07-21,CAT,1,Alpha Vantage EARNINGS,2006-07-21,2006-06-30,1.52,1.42,0.1,7.0423,False
