dataset,horizon,ticker,model,scheme,n_test,mse,rmse,mae,r2_oos_vs_mean,har_mse,relative_mse_vs_har
MHAR,5,MCD,HARQ,rolling,835,5.912597084253892e-09,7.689341378982918e-05,3.573050862889753e-05,-0.1899364690962637,5.277361662935502e-09,1.1203698859185338
MHAR,5,MCD,HARX,rolling,835,5.277361662935502e-09,7.264545177046875e-05,3.788937560713759e-05,-0.0620925143134278,5.277361662935502e-09,1.0
MHAR,5,MCD,Lasso,rolling,835,5.59792945495252e-09,7.48193120454373e-05,4.4733366602164e-05,-0.1266082087033917,5.277361662935502e-09,1.0607439498165272
MHAR,5,MCD,LevHAR,rolling,834,5.750401090217329e-09,7.583139910497056e-05,3.788845019733592e-05,-0.1566967377080514,5.277361662935502e-09,1.0896355901859305
MHAR,5,MCD,LogHAR,rolling,835,4.869772487353008e-09,6.97837551823704e-05,3.237476402643746e-05,0.0199366206881993,5.277361662935502e-09,0.9227664879507662
MHAR,5,MCD,NN1,fixed,835,5.062112183495318e-09,7.114852200499543e-05,3.0186098855608837e-05,-0.0187725989040081,5.277361662935502e-09,0.9592126723184532
MHAR,5,MCD,NN1_1,fixed,835,4.938820638697039e-09,7.02767432277353e-05,2.920986606758931e-05,0.0060403730262789,5.277361662935502e-09,0.935850327140522
MHAR,5,MCD,NN2,fixed,835,5.5422184865254225e-09,7.44460777108198e-05,3.316669151482464e-05,-0.1153961284423128,5.277361662935502e-09,1.050187355066091
MHAR,5,MCD,NN2_1,fixed,835,5.7505963903097934e-09,7.58326868197995e-05,3.281243335004478e-05,-0.1573331086784937,5.277361662935502e-09,1.0896725973317236
MHAR,5,MCD,NN3,fixed,835,5.374933839792781e-09,7.331394028281921e-05,3.210614574280562e-05,-0.0817293490168766,5.277361662935502e-09,1.018488817535959
MHAR,5,MCD,NN3_1,fixed,835,5.3356220769928465e-09,7.304534260986697e-05,3.1865185046493415e-05,-0.0738176818503986,5.277361662935502e-09,1.011039685694942
MHAR,5,MCD,NN4,fixed,835,5.4518404641358055e-09,7.383657944498652e-05,3.1674482716882974e-05,-0.0972071493331818,5.277361662935502e-09,1.0330617479612436
MHAR,5,MCD,NN4_1,fixed,835,6.200353936793666e-09,7.874232620893077e-05,3.6480895791983386e-05,-0.2478488159364242,5.277361662935502e-09,1.1748965359605
MHAR,5,MCD,PostLasso,rolling,835,5.347362642974235e-09,7.312566336775507e-05,3.93145817686012e-05,-0.0761805229894121,5.277361662935502e-09,1.013264389388048
MHAR,5,MCD,RandomForest,rolling,835,5.157721568820257e-09,7.181727904077303e-05,3.364731928328348e-05,-0.0380144130788662,5.277361662935502e-09,0.9773295631876978
MHAR,5,MCD,Ridge,rolling,835,5.3590069008503805e-09,7.320523820636322e-05,3.956644172928231e-05,-0.0785239816937584,5.277361662935502e-09,1.0154708437908089
MHAR,5,MCD,SHAR,rolling,835,5.183547590171011e-09,7.199685819652835e-05,3.694097219707344e-05,-0.0432120147789318,5.277361662935502e-09,0.982223300437532
MHAR,5,MMM,AdaptiveLasso,rolling,830,5.760212913116603e-09,7.589606651939613e-05,4.1894616228417146e-05,-0.2210613873367573,5.085523515707639e-09,1.132668622084836
MHAR,5,MMM,Bagging,rolling,830,4.803673530191339e-09,6.930853865283368e-05,3.166084827506794e-05,-0.0182922668937739,5.085523515707639e-09,0.9445779800947236
MHAR,5,MMM,ElasticNet,rolling,830,5.381737748626792e-09,7.33603281660244e-05,4.047468393239417e-05,-0.1408314693814518,5.085523515707639e-09,1.0582465565254466
MHAR,5,MMM,GradientBoosting,rolling,830,4.861308752080263e-09,6.972308622027759e-05,3.463982719195151e-05,-0.030509895835735,5.085523515707639e-09,0.9559111735625948
MHAR,5,MMM,HAR,rolling,830,5.085523515707639e-09,7.131285659477987e-05,3.445568216356623e-05,-0.0780393872739422,5.085523515707639e-09,1.0
MHAR,5,MMM,HARQ,rolling,830,6.036740741255938e-09,7.769646543605403e-05,3.2442644042918475e-05,-0.2796803062132029,5.085523515707639e-09,1.1870441111146723
MHAR,5,MMM,HARX,rolling,830,5.085523515707639e-09,7.131285659477987e-05,3.445568216356623e-05,-0.0780393872739422,5.085523515707639e-09,1.0
MHAR,5,MMM,Lasso,rolling,830,5.341879010192254e-09,7.308815916543702e-05,4.064924737674436e-05,-0.132382134750167,5.085523515707639e-09,1.050408870137521
MHAR,5,MMM,LevHAR,rolling,831,5.053876861590425e-09,7.10906242875277e-05,3.321687825726835e-05,-0.0720447768942389,5.085523515707639e-09,0.9937771098649988
MHAR,5,MMM,LogHAR,rolling,830,4.425074573985491e-09,6.65212340082886e-05,3.032511362294219e-05,0.0619638926756531,5.085523515707639e-09,0.870131572554483
MHAR,5,MMM,NN1,fixed,830,4.289012892951791e-09,6.54905557538779e-05,2.8195265634897573e-05,0.0908065183758359,5.085523515707639e-09,0.8433768676330631
MHAR,5,MMM,NN1_1,fixed,830,4.575082131863714e-09,6.763935342582537e-05,2.8113042206686317e-05,0.0301649922710017,5.085523515707639e-09,0.899628547136332
