dataset,horizon,model,single_best_model,ticker,selected_seed,selected_seed_val_mse,rows,source_checkpoint
MHAR,22,NN1,NN1_single_best,AAPL,50,1.950760910972958e-09,838,C:\Users\celia\Desktop\h22_added\h22_transfer_package_20260523_152155\h22_transfer_package_20260523\outputs_h22_nn_tasks_20260523\nn_seed_predictions\MHAR\h22\NN1\AAPL\seed_50.csv
MHAR,22,NN1,NN1_single_best,AXP,72,7.644893358202522e-10,833,C:\Users\celia\Desktop\h22_added\h22_transfer_package_20260523_152155\h22_transfer_package_20260523\outputs_h22_nn_tasks_20260523\nn_seed_predictions\MHAR\h22\NN1\AXP\seed_72.csv
MHAR,22,NN1,NN1_single_best,BA,75,1.9346146733831804e-09,832,C:\Users\celia\Desktop\h22_added\h22_transfer_package_20260523_152155\h22_transfer_package_20260523\outputs_h22_nn_tasks_20260523\nn_seed_predictions\MHAR\h22\NN1\BA\seed_75.csv
MHAR,22,NN1,NN1_single_best,CAT,87,7.511753926928164e-10,823,C:\Users\celia\Desktop\h22_added\h22_transfer_package_20260523_152155\h22_transfer_package_20260523\outputs_h22_nn_tasks_20260523\nn_seed_predictions\MHAR\h22\NN1\CAT\seed_87.csv
MHAR,22,NN1,NN1_single_best,CSCO,45,5.855596500356909e-10,838,C:\Users\celia\Desktop\h22_added\h22_transfer_package_20260523_152155\h22_transfer_package_20260523\outputs_h22_nn_tasks_20260523\nn_seed_predictions\MHAR\h22\NN1\CSCO\seed_45.csv
MHAR,22,NN1,NN1_single_best,DIS,84,4.981089576375441e-10,833,C:\Users\celia\Desktop\h22_added\h22_transfer_package_20260523_152155\h22_transfer_package_20260523\outputs_h22_nn_tasks_20260523\nn_seed_predictions\MHAR\h22\NN1\DIS\seed_84.csv
MHAR,22,NN1,NN1_single_best,GE,51,4.3438210973508687e-10,837,C:\Users\celia\Desktop\h22_added\h22_transfer_package_20260523_152155\h22_transfer_package_20260523\outputs_h22_nn_tasks_20260523\nn_seed_predictions\MHAR\h22\NN1\GE\seed_51.csv
MHAR,22,NN1,NN1_single_best,GS,50,1.3779705510309951e-09,818,C:\Users\celia\Desktop\h22_added\h22_transfer_package_20260523_152155\h22_transfer_package_20260523\outputs_h22_nn_tasks_20260523\nn_seed_predictions\MHAR\h22\NN1\GS\seed_50.csv
MHAR,22,NN1,NN1_single_best,HD,63,4.814523394719729e-10,833,C:\Users\celia\Desktop\h22_added\h22_transfer_package_20260523_152155\h22_transfer_package_20260523\outputs_h22_nn_tasks_20260523\nn_seed_predictions\MHAR\h22\NN1\HD\seed_63.csv
MHAR,22,NN1,NN1_single_best,IBM,57,2.3840610120242816e-10,838,C:\Users\celia\Desktop\h22_added\h22_transfer_package_20260523_152155\h22_transfer_package_20260523\outputs_h22_nn_tasks_20260523\nn_seed_predictions\MHAR\h22\NN1\IBM\seed_57.csv
MHAR,22,NN1,NN1_single_best,INTC,60,8.93241257136201e-10,836,C:\Users\celia\Desktop\h22_added\h22_transfer_package_20260523_152155\h22_transfer_package_20260523\outputs_h22_nn_tasks_20260523\nn_seed_predictions\MHAR\h22\NN1\INTC\seed_60.csv
MHAR,22,NN1,NN1_single_best,JNJ,47,3.193421460720384e-10,825,C:\Users\celia\Desktop\h22_added\h22_transfer_package_20260523_152155\h22_transfer_package_20260523\outputs_h22_nn_tasks_20260523\nn_seed_predictions\MHAR\h22\NN1\JNJ\seed_47.csv
MHAR,22,NN1,NN1_single_best,JPM,69,1.1698023197829112e-09,837,C:\Users\celia\Desktop\h22_added\h22_transfer_package_20260523_152155\h22_transfer_package_20260523\outputs_h22_nn_tasks_20260523\nn_seed_predictions\MHAR\h22\NN1\JPM\seed_69.csv
MHAR,22,NN1,NN1_single_best,KO,51,4.768700168752677e-10,822,C:\Users\celia\Desktop\h22_added\h22_transfer_package_20260523_152155\h22_transfer_package_20260523\outputs_h22_nn_tasks_20260523\nn_seed_predictions\MHAR\h22\NN1\KO\seed_51.csv
MHAR,22,NN1,NN1_single_best,MCD,52,1.2580349761493738e-10,830,C:\Users\celia\Desktop\h22_added\h22_transfer_package_20260523_152155\h22_transfer_package_20260523\outputs_h22_nn_tasks_20260523\nn_seed_predictions\MHAR\h22\NN1\MCD\seed_52.csv
MHAR,22,NN1,NN1_single_best,MMM,84,3.1190705448132164e-10,827,C:\Users\celia\Desktop\h22_added\h22_transfer_package_20260523_152155\h22_transfer_package_20260523\outputs_h22_nn_tasks_20260523\nn_seed_predictions\MHAR\h22\NN1\MMM\seed_84.csv
MHAR,22,NN1,NN1_single_best,MRK,69,9.673253960879734e-10,830,C:\Users\celia\Desktop\h22_added\h22_transfer_package_20260523_152155\h22_transfer_package_20260523\outputs_h22_nn_tasks_20260523\nn_seed_predictions\MHAR\h22\NN1\MRK\seed_69.csv
MHAR,22,NN1,NN1_single_best,MSFT,53,1.123989795838797e-09,838,C:\Users\celia\Desktop\h22_added\h22_transfer_package_20260523_152155\h22_transfer_package_20260523\outputs_h22_nn_tasks_20260523\nn_seed_predictions\MHAR\h22\NN1\MSFT\seed_53.csv
MHAR,22,NN1,NN1_single_best,NKE,60,4.790791996833433e-10,799,C:\Users\celia\Desktop\h22_added\h22_transfer_package_20260523_152155\h22_transfer_package_20260523\outputs_h22_nn_tasks_20260523\nn_seed_predictions\MHAR\h22\NN1\NKE\seed_60.csv
MHAR,22,NN1,NN1_single_best,PFE,78,1.325530704178085e-09,827,C:\Users\celia\Desktop\h22_added\h22_transfer_package_20260523_152155\h22_transfer_package_20260523\outputs_h22_nn_tasks_20260523\nn_seed_predictions\MHAR\h22\NN1\PFE\seed_78.csv
MHAR,22,NN1,NN1_single_best,PG,78,4.3042499619307746e-10,831,C:\Users\celia\Desktop\h22_added\h22_transfer_package_20260523_152155\h22_transfer_package_20260523\outputs_h22_nn_tasks_20260523\nn_seed_predictions\MHAR\h22\NN1\PG\seed_78.csv
MHAR,22,NN1,NN1_single_best,UNH,47,1.2125955120213482e-09,797,C:\Users\celia\Desktop\h22_added\h22_transfer_package_20260523_152155\h22_transfer_package_20260523\outputs_h22_nn_tasks_20260523\nn_seed_predictions\MHAR\h22\NN1\UNH\seed_47.csv
MHAR,22,NN1,NN1_single_best,VZ,57,5.396085917637002e-10,832,C:\Users\celia\Desktop\h22_added\h22_transfer_package_20260523_152155\h22_transfer_package_20260523\outputs_h22_nn_tasks_20260523\nn_seed_predictions\MHAR\h22\NN1\VZ\seed_57.csv
MHAR,22,NN1,NN1_single_best,WMT,52,2.6429883464559487e-10,831,C:\Users\celia\Desktop\h22_added\h22_transfer_package_20260523_152155\h22_transfer_package_20260523\outputs_h22_nn_tasks_20260523\nn_seed_predictions\MHAR\h22\NN1\WMT\seed_52.csv
MHAR,22,NN1,NN1_single_best,XOM,72,2.2528299579226834e-10,833,C:\Users\celia\Desktop\h22_added\h22_transfer_package_20260523_152155\h22_transfer_package_20260523\outputs_h22_nn_tasks_20260523\nn_seed_predictions\MHAR\h22\NN1\XOM\seed_72.csv
MHAR,22,NN2,NN2_single_best,AAPL,71,2.130753099199958e-09,838,C:\Users\celia\Desktop\h22_added\h22_transfer_package_20260523_152155\h22_transfer_package_20260523\outputs_h22_nn_tasks_20260523\nn_seed_predictions\MHAR\h22\NN2\AAPL\seed_71.csv
MHAR,22,NN2,NN2_single_best,AXP,85,7.32143723467013e-10,833,C:\Users\celia\Desktop\h22_added\h22_transfer_package_20260523_152155\h22_transfer_package_20260523\outputs_h22_nn_tasks_20260523\nn_seed_predictions\MHAR\h22\NN2\AXP\seed_85.csv
MHAR,22,NN2,NN2_single_best,BA,78,1.8924097411714463e-09,832,C:\Users\celia\Desktop\h22_added\h22_transfer_package_20260523_152155\h22_transfer_package_20260523\outputs_h22_nn_tasks_20260523\nn_seed_predictions\MHAR\h22\NN2\BA\seed_78.csv
MHAR,22,NN2,NN2_single_best,CAT,84,7.557958181982137e-10,823,C:\Users\celia\Desktop\h22_added\h22_transfer_package_20260523_152155\h22_transfer_package_20260523\outputs_h22_nn_tasks_20260523\nn_seed_predictions\MHAR\h22\NN2\CAT\seed_84.csv
MHAR,22,NN2,NN2_single_best,CSCO,65,6.37849559340754e-10,838,C:\Users\celia\Desktop\h22_added\h22_transfer_package_20260523_152155\h22_transfer_package_20260523\outputs_h22_nn_tasks_20260523\nn_seed_predictions\MHAR\h22\NN2\CSCO\seed_65.csv
MHAR,22,NN2,NN2_single_best,DIS,85,4.817202367762251e-10,833,C:\Users\celia\Desktop\h22_added\h22_transfer_package_20260523_152155\h22_transfer_package_20260523\outputs_h22_nn_tasks_20260523\nn_seed_predictions\MHAR\h22\NN2\DIS\seed_85.csv
MHAR,22,NN2,NN2_single_best,GE,69,4.5922844092862956e-10,837,C:\Users\celia\Desktop\h22_added\h22_transfer_package_20260523_152155\h22_transfer_package_20260523\outputs_h22_nn_tasks_20260523\nn_seed_predictions\MHAR\h22\NN2\GE\seed_69.csv
MHAR,22,NN2,NN2_single_best,GS,65,1.3499187884799475e-09,818,C:\Users\celia\Desktop\h22_added\h22_transfer_package_20260523_152155\h22_transfer_package_20260523\outputs_h22_nn_tasks_20260523\nn_seed_predictions\MHAR\h22\NN2\GS\seed_65.csv
MHAR,22,NN2,NN2_single_best,HD,88,4.68499549390509e-10,833,C:\Users\celia\Desktop\h22_added\h22_transfer_package_20260523_152155\h22_transfer_package_20260523\outputs_h22_nn_tasks_20260523\nn_seed_predictions\MHAR\h22\NN2\HD\seed_88.csv
MHAR,22,NN2,NN2_single_best,IBM,70,2.3631217255193427e-10,838,C:\Users\celia\Desktop\h22_added\h22_transfer_package_20260523_152155\h22_transfer_package_20260523\outputs_h22_nn_tasks_20260523\nn_seed_predictions\MHAR\h22\NN2\IBM\seed_70.csv
MHAR,22,NN2,NN2_single_best,INTC,44,8.89443610352012e-10,836,C:\Users\celia\Desktop\h22_added\h22_transfer_package_20260523_152155\h22_transfer_package_20260523\outputs_h22_nn_tasks_20260523\nn_seed_predictions\MHAR\h22\NN2\INTC\seed_44.csv
MHAR,22,NN2,NN2_single_best,JNJ,70,3.2724958821652164e-10,825,C:\Users\celia\Desktop\h22_added\h22_transfer_package_20260523_152155\h22_transfer_package_20260523\outputs_h22_nn_tasks_20260523\nn_seed_predictions\MHAR\h22\NN2\JNJ\seed_70.csv
MHAR,22,NN2,NN2_single_best,JPM,65,1.0039695486804747e-09,837,C:\Users\celia\Desktop\h22_added\h22_transfer_package_20260523_152155\h22_transfer_package_20260523\outputs_h22_nn_tasks_20260523\nn_seed_predictions\MHAR\h22\NN2\JPM\seed_65.csv
MHAR,22,NN2,NN2_single_best,KO,85,4.777309523239922e-10,822,C:\Users\celia\Desktop\h22_added\h22_transfer_package_20260523_152155\h22_transfer_package_20260523\outputs_h22_nn_tasks_20260523\nn_seed_predictions\MHAR\h22\NN2\KO\seed_85.csv
MHAR,22,NN2,NN2_single_best,MCD,88,1.240007191609602e-10,830,C:\Users\celia\Desktop\h22_added\h22_transfer_package_20260523_152155\h22_transfer_package_20260523\outputs_h22_nn_tasks_20260523\nn_seed_predictions\MHAR\h22\NN2\MCD\seed_88.csv
MHAR,22,NN2,NN2_single_best,MMM,87,3.2135346810451876e-10,827,C:\Users\celia\Desktop\h22_added\h22_transfer_package_20260523_152155\h22_transfer_package_20260523\outputs_h22_nn_tasks_20260523\nn_seed_predictions\MHAR\h22\NN2\MMM\seed_87.csv
MHAR,22,NN2,NN2_single_best,MRK,88,9.99451900634121e-10,830,C:\Users\celia\Desktop\h22_added\h22_transfer_package_20260523_152155\h22_transfer_package_20260523\outputs_h22_nn_tasks_20260523\nn_seed_predictions\MHAR\h22\NN2\MRK\seed_88.csv
MHAR,22,NN2,NN2_single_best,MSFT,50,1.106860091837743e-09,838,C:\Users\celia\Desktop\h22_added\h22_transfer_package_20260523_152155\h22_transfer_package_20260523\outputs_h22_nn_tasks_20260523\nn_seed_predictions\MHAR\h22\NN2\MSFT\seed_50.csv
MHAR,22,NN2,NN2_single_best,NKE,88,4.84788865832925e-10,799,C:\Users\celia\Desktop\h22_added\h22_transfer_package_20260523_152155\h22_transfer_package_20260523\outputs_h22_nn_tasks_20260523\nn_seed_predictions\MHAR\h22\NN2\NKE\seed_88.csv
MHAR,22,NN2,NN2_single_best,PFE,85,1.4052672956994223e-09,827,C:\Users\celia\Desktop\h22_added\h22_transfer_package_20260523_152155\h22_transfer_package_20260523\outputs_h22_nn_tasks_20260523\nn_seed_predictions\MHAR\h22\NN2\PFE\seed_85.csv
MHAR,22,NN2,NN2_single_best,PG,85,4.1289472755858525e-10,831,C:\Users\celia\Desktop\h22_added\h22_transfer_package_20260523_152155\h22_transfer_package_20260523\outputs_h22_nn_tasks_20260523\nn_seed_predictions\MHAR\h22\NN2\PG\seed_85.csv
MHAR,22,NN2,NN2_single_best,UNH,85,1.2042802012570182e-09,797,C:\Users\celia\Desktop\h22_added\h22_transfer_package_20260523_152155\h22_transfer_package_20260523\outputs_h22_nn_tasks_20260523\nn_seed_predictions\MHAR\h22\NN2\UNH\seed_85.csv
MHAR,22,NN2,NN2_single_best,VZ,79,5.602563633269493e-10,832,C:\Users\celia\Desktop\h22_added\h22_transfer_package_20260523_152155\h22_transfer_package_20260523\outputs_h22_nn_tasks_20260523\nn_seed_predictions\MHAR\h22\NN2\VZ\seed_79.csv
MHAR,22,NN2,NN2_single_best,WMT,66,2.5992028988043256e-10,831,C:\Users\celia\Desktop\h22_added\h22_transfer_package_20260523_152155\h22_transfer_package_20260523\outputs_h22_nn_tasks_20260523\nn_seed_predictions\MHAR\h22\NN2\WMT\seed_66.csv
MHAR,22,NN2,NN2_single_best,XOM,53,2.3509671101972667e-10,833,C:\Users\celia\Desktop\h22_added\h22_transfer_package_20260523_152155\h22_transfer_package_20260523\outputs_h22_nn_tasks_20260523\nn_seed_predictions\MHAR\h22\NN2\XOM\seed_53.csv
MHAR,22,NN3,NN3_single_best,AAPL,76,2.189545464452474e-09,838,C:\Users\celia\Desktop\h22_added\h22_transfer_package_20260523_152155\h22_transfer_package_20260523\outputs_h22_nn_tasks_20260523\nn_seed_predictions\MHAR\h22\NN3\AAPL\seed_76.csv
MHAR,22,NN3,NN3_single_best,AXP,87,7.174936534169819e-10,833,C:\Users\celia\Desktop\h22_added\h22_transfer_package_20260523_152155\h22_transfer_package_20260523\outputs_h22_nn_tasks_20260523\nn_seed_predictions\MHAR\h22\NN3\AXP\seed_87.csv
MHAR,22,NN3,NN3_single_best,BA,81,1.9095117835263582e-09,832,C:\Users\celia\Desktop\h22_added\h22_transfer_package_20260523_152155\h22_transfer_package_20260523\outputs_h22_nn_tasks_20260523\nn_seed_predictions\MHAR\h22\NN3\BA\seed_81.csv
MHAR,22,NN3,NN3_single_best,CAT,45,7.676847703218922e-10,823,C:\Users\celia\Desktop\h22_added\h22_transfer_package_20260523_152155\h22_transfer_package_20260523\outputs_h22_nn_tasks_20260523\nn_seed_predictions\MHAR\h22\NN3\CAT\seed_45.csv
MHAR,22,NN3,NN3_single_best,CSCO,58,6.34078085306903e-10,838,C:\Users\celia\Desktop\h22_added\h22_transfer_package_20260523_152155\h22_transfer_package_20260523\outputs_h22_nn_tasks_20260523\nn_seed_predictions\MHAR\h22\NN3\CSCO\seed_58.csv
MHAR,22,NN3,NN3_single_best,DIS,81,4.760422680749967e-10,833,C:\Users\celia\Desktop\h22_added\h22_transfer_package_20260523_152155\h22_transfer_package_20260523\outputs_h22_nn_tasks_20260523\nn_seed_predictions\MHAR\h22\NN3\DIS\seed_81.csv
MHAR,22,NN3,NN3_single_best,GE,81,4.317762357040348e-10,837,C:\Users\celia\Desktop\h22_added\h22_transfer_package_20260523_152155\h22_transfer_package_20260523\outputs_h22_nn_tasks_20260523\nn_seed_predictions\MHAR\h22\NN3\GE\seed_81.csv
MHAR,22,NN3,NN3_single_best,GS,48,1.366528834016691e-09,818,C:\Users\celia\Desktop\h22_added\h22_transfer_package_20260523_152155\h22_transfer_package_20260523\outputs_h22_nn_tasks_20260523\nn_seed_predictions\MHAR\h22\NN3\GS\seed_48.csv
MHAR,22,NN3,NN3_single_best,HD,87,4.6515514772077504e-10,833,C:\Users\celia\Desktop\h22_added\h22_transfer_package_20260523_152155\h22_transfer_package_20260523\outputs_h22_nn_tasks_20260523\nn_seed_predictions\MHAR\h22\NN3\HD\seed_87.csv
MHAR,22,NN3,NN3_single_best,IBM,87,2.2917488098906324e-10,838,C:\Users\celia\Desktop\h22_added\h22_transfer_package_20260523_152155\h22_transfer_package_20260523\outputs_h22_nn_tasks_20260523\nn_seed_predictions\MHAR\h22\NN3\IBM\seed_87.csv
MHAR,22,NN3,NN3_single_best,INTC,87,8.759333294894063e-10,836,C:\Users\celia\Desktop\h22_added\h22_transfer_package_20260523_152155\h22_transfer_package_20260523\outputs_h22_nn_tasks_20260523\nn_seed_predictions\MHAR\h22\NN3\INTC\seed_87.csv
MHAR,22,NN3,NN3_single_best,JNJ,87,2.9983318901239007e-10,825,C:\Users\celia\Desktop\h22_added\h22_transfer_package_20260523_152155\h22_transfer_package_20260523\outputs_h22_nn_tasks_20260523\nn_seed_predictions\MHAR\h22\NN3\JNJ\seed_87.csv
MHAR,22,NN3,NN3_single_best,JPM,81,9.586432525431115e-10,837,C:\Users\celia\Desktop\h22_added\h22_transfer_package_20260523_152155\h22_transfer_package_20260523\outputs_h22_nn_tasks_20260523\nn_seed_predictions\MHAR\h22\NN3\JPM\seed_81.csv
MHAR,22,NN3,NN3_single_best,KO,87,4.979381467872224e-10,822,C:\Users\celia\Desktop\h22_added\h22_transfer_package_20260523_152155\h22_transfer_package_20260523\outputs_h22_nn_tasks_20260523\nn_seed_predictions\MHAR\h22\NN3\KO\seed_87.csv
MHAR,22,NN3,NN3_single_best,MCD,79,1.2083886635070863e-10,830,C:\Users\celia\Desktop\h22_added\h22_transfer_package_20260523_152155\h22_transfer_package_20260523\outputs_h22_nn_tasks_20260523\nn_seed_predictions\MHAR\h22\NN3\MCD\seed_79.csv
MHAR,22,NN3,NN3_single_best,MMM,52,3.020701315696356e-10,827,C:\Users\celia\Desktop\h22_added\h22_transfer_package_20260523_152155\h22_transfer_package_20260523\outputs_h22_nn_tasks_20260523\nn_seed_predictions\MHAR\h22\NN3\MMM\seed_52.csv
MHAR,22,NN3,NN3_single_best,MRK,48,9.838942298692046e-10,830,C:\Users\celia\Desktop\h22_added\h22_transfer_package_20260523_152155\h22_transfer_package_20260523\outputs_h22_nn_tasks_20260523\nn_seed_predictions\MHAR\h22\NN3\MRK\seed_48.csv
MHAR,22,NN3,NN3_single_best,MSFT,45,1.1067267562477243e-09,838,C:\Users\celia\Desktop\h22_added\h22_transfer_package_20260523_152155\h22_transfer_package_20260523\outputs_h22_nn_tasks_20260523\nn_seed_predictions\MHAR\h22\NN3\MSFT\seed_45.csv
MHAR,22,NN3,NN3_single_best,NKE,58,4.834628261991006e-10,799,C:\Users\celia\Desktop\h22_added\h22_transfer_package_20260523_152155\h22_transfer_package_20260523\outputs_h22_nn_tasks_20260523\nn_seed_predictions\MHAR\h22\NN3\NKE\seed_58.csv
MHAR,22,NN3,NN3_single_best,PFE,81,1.449025942968791e-09,827,C:\Users\celia\Desktop\h22_added\h22_transfer_package_20260523_152155\h22_transfer_package_20260523\outputs_h22_nn_tasks_20260523\nn_seed_predictions\MHAR\h22\NN3\PFE\seed_81.csv
MHAR,22,NN3,NN3_single_best,PG,87,4.1076069322445126e-10,831,C:\Users\celia\Desktop\h22_added\h22_transfer_package_20260523_152155\h22_transfer_package_20260523\outputs_h22_nn_tasks_20260523\nn_seed_predictions\MHAR\h22\NN3\PG\seed_87.csv
MHAR,22,NN3,NN3_single_best,UNH,87,1.2046326741798132e-09,797,C:\Users\celia\Desktop\h22_added\h22_transfer_package_20260523_152155\h22_transfer_package_20260523\outputs_h22_nn_tasks_20260523\nn_seed_predictions\MHAR\h22\NN3\UNH\seed_87.csv
MHAR,22,NN3,NN3_single_best,VZ,81,5.215063687724263e-10,832,C:\Users\celia\Desktop\h22_added\h22_transfer_package_20260523_152155\h22_transfer_package_20260523\outputs_h22_nn_tasks_20260523\nn_seed_predictions\MHAR\h22\NN3\VZ\seed_81.csv
MHAR,22,NN3,NN3_single_best,WMT,81,2.5012188722069284e-10,831,C:\Users\celia\Desktop\h22_added\h22_transfer_package_20260523_152155\h22_transfer_package_20260523\outputs_h22_nn_tasks_20260523\nn_seed_predictions\MHAR\h22\NN3\WMT\seed_81.csv
MHAR,22,NN3,NN3_single_best,XOM,81,2.3203229561953854e-10,833,C:\Users\celia\Desktop\h22_added\h22_transfer_package_20260523_152155\h22_transfer_package_20260523\outputs_h22_nn_tasks_20260523\nn_seed_predictions\MHAR\h22\NN3\XOM\seed_81.csv
MHAR,22,NN4,NN4_single_best,AAPL,83,2.434481808427841e-09,838,C:\Users\celia\Desktop\h22_added\h22_transfer_package_20260523_152155\h22_transfer_package_20260523\outputs_h22_nn_tasks_20260523\nn_seed_predictions\MHAR\h22\NN4\AAPL\seed_83.csv
MHAR,22,NN4,NN4_single_best,AXP,76,7.54571337319321e-10,833,C:\Users\celia\Desktop\h22_added\h22_transfer_package_20260523_152155\h22_transfer_package_20260523\outputs_h22_nn_tasks_20260523\nn_seed_predictions\MHAR\h22\NN4\AXP\seed_76.csv
MHAR,22,NN4,NN4_single_best,BA,60,1.9806521530380198e-09,832,C:\Users\celia\Desktop\h22_added\h22_transfer_package_20260523_152155\h22_transfer_package_20260523\outputs_h22_nn_tasks_20260523\nn_seed_predictions\MHAR\h22\NN4\BA\seed_60.csv
MHAR,22,NN4,NN4_single_best,CAT,64,7.91197829249914e-10,823,C:\Users\celia\Desktop\h22_added\h22_transfer_package_20260523_152155\h22_transfer_package_20260523\outputs_h22_nn_tasks_20260523\nn_seed_predictions\MHAR\h22\NN4\CAT\seed_64.csv
