dataset,horizon,row_model,col_model,reject_share_10pct,reject_share_5pct,reject_share_1pct,applied_style
MHAR,1,SHAR,PostLasso,0.0,0.0,0.0,none
MHAR,1,SHAR,Bagging,0.0,0.0,0.0,none
MHAR,1,SHAR,RandomForest,0.0,0.0,0.0,none
MHAR,1,SHAR,GradientBoosting,0.0,0.0,0.0,none
MHAR,1,SHAR,NN1_1,0.0,0.0,0.0,none
MHAR,1,SHAR,NN1,0.0,0.0,0.0,none
MHAR,1,SHAR,NN2_1,0.0,0.0,0.0,none
MHAR,1,SHAR,NN2,0.0,0.0,0.0,none
MHAR,1,SHAR,NN3_1,0.3333333333333333,0.3333333333333333,0.0,none
MHAR,1,SHAR,NN3,0.0,0.0,0.0,none
MHAR,1,SHAR,NN4_1,0.3333333333333333,0.3333333333333333,0.0,none
MHAR,1,SHAR,NN4,0.0,0.0,0.0,none
MHAR,1,HARQ,HAR,0.0,0.0,0.0,none
MHAR,1,HARQ,HARX,0.0,0.0,0.0,none
MHAR,1,HARQ,LogHAR,0.3333333333333333,0.3333333333333333,0.0,none
MHAR,1,HARQ,LevHAR,0.0,0.0,0.0,none
MHAR,1,HARQ,SHAR,0.0,0.0,0.0,none
MHAR,1,HARQ,HARQ,0.0,0.0,0.0,none
MHAR,1,HARQ,Ridge,0.0,0.0,0.0,none
MHAR,1,HARQ,Lasso,0.0,0.0,0.0,none
MHAR,1,HARQ,ElasticNet,0.0,0.0,0.0,none
MHAR,1,HARQ,AdaptiveLasso,0.0,0.0,0.0,none
MHAR,1,HARQ,PostLasso,0.0,0.0,0.0,none
MHAR,1,HARQ,Bagging,0.0,0.0,0.0,none
MHAR,1,HARQ,RandomForest,0.0,0.0,0.0,none
MHAR,1,HARQ,GradientBoosting,0.0,0.0,0.0,none
MHAR,1,HARQ,NN1_1,0.0,0.0,0.0,none
MHAR,1,HARQ,NN1,0.0,0.0,0.0,none
MHAR,1,HARQ,NN2_1,0.0,0.0,0.0,none
MHAR,1,HARQ,NN2,0.0,0.0,0.0,none
MHAR,1,HARQ,NN3_1,0.3333333333333333,0.0,0.0,none
MHAR,1,HARQ,NN3,0.0,0.0,0.0,none
MHAR,1,HARQ,NN4_1,0.3333333333333333,0.3333333333333333,0.0,none
MHAR,1,HARQ,NN4,0.0,0.0,0.0,none
MHAR,1,Ridge,HAR,0.3333333333333333,0.3333333333333333,0.3333333333333333,none
MHAR,1,Ridge,HARX,0.3333333333333333,0.3333333333333333,0.3333333333333333,none
MHAR,1,Ridge,LogHAR,0.6666666666666666,0.3333333333333333,0.3333333333333333,p10
MHAR,1,Ridge,LevHAR,0.3333333333333333,0.3333333333333333,0.0,none
MHAR,1,Ridge,SHAR,0.3333333333333333,0.0,0.0,none
MHAR,1,Ridge,HARQ,0.0,0.0,0.0,none
MHAR,1,Ridge,Ridge,0.0,0.0,0.0,none
MHAR,1,Ridge,Lasso,0.0,0.0,0.0,none
MHAR,1,Ridge,ElasticNet,0.0,0.0,0.0,none
MHAR,1,Ridge,AdaptiveLasso,0.3333333333333333,0.3333333333333333,0.3333333333333333,none
MHAR,1,Ridge,PostLasso,0.3333333333333333,0.3333333333333333,0.3333333333333333,none
MHAR,1,Ridge,Bagging,0.0,0.0,0.0,none
MHAR,1,Ridge,RandomForest,0.3333333333333333,0.3333333333333333,0.0,none
MHAR,1,Ridge,GradientBoosting,0.0,0.0,0.0,none
MHAR,1,Ridge,NN1_1,0.0,0.0,0.0,none
MHAR,1,Ridge,NN1,0.0,0.0,0.0,none
MHAR,1,Ridge,NN2_1,0.0,0.0,0.0,none
MHAR,1,Ridge,NN2,0.6666666666666666,0.0,0.0,p10
MHAR,1,Ridge,NN3_1,0.3333333333333333,0.3333333333333333,0.0,none
MHAR,1,Ridge,NN3,0.0,0.0,0.0,none
MHAR,1,Ridge,NN4_1,0.3333333333333333,0.3333333333333333,0.0,none
MHAR,1,Ridge,NN4,0.0,0.0,0.0,none
MHAR,1,Lasso,HAR,1.0,1.0,0.6666666666666666,p01
MHAR,1,Lasso,HARX,1.0,1.0,0.6666666666666666,p01
MHAR,1,Lasso,LogHAR,0.6666666666666666,0.6666666666666666,0.3333333333333333,p05
MHAR,1,Lasso,LevHAR,0.6666666666666666,0.3333333333333333,0.3333333333333333,p10
MHAR,1,Lasso,SHAR,1.0,0.3333333333333333,0.0,p10
MHAR,1,Lasso,HARQ,0.6666666666666666,0.3333333333333333,0.0,p10
MHAR,1,Lasso,Ridge,1.0,1.0,0.6666666666666666,p01
MHAR,1,Lasso,Lasso,0.0,0.0,0.0,none
MHAR,1,Lasso,ElasticNet,0.3333333333333333,0.3333333333333333,0.0,none
MHAR,1,Lasso,AdaptiveLasso,0.3333333333333333,0.3333333333333333,0.3333333333333333,none
MHAR,1,Lasso,PostLasso,0.3333333333333333,0.3333333333333333,0.3333333333333333,none
MHAR,1,Lasso,Bagging,0.0,0.0,0.0,none
MHAR,1,Lasso,RandomForest,0.3333333333333333,0.3333333333333333,0.0,none
MHAR,1,Lasso,GradientBoosting,0.0,0.0,0.0,none
MHAR,1,Lasso,NN1_1,0.0,0.0,0.0,none
MHAR,1,Lasso,NN1,0.3333333333333333,0.0,0.0,none
MHAR,1,Lasso,NN2_1,0.3333333333333333,0.3333333333333333,0.0,none
MHAR,1,Lasso,NN2,0.6666666666666666,0.3333333333333333,0.0,p10
MHAR,1,Lasso,NN3_1,0.3333333333333333,0.3333333333333333,0.0,none
MHAR,1,Lasso,NN3,0.3333333333333333,0.0,0.0,none
MHAR,1,Lasso,NN4_1,0.3333333333333333,0.3333333333333333,0.0,none
MHAR,1,Lasso,NN4,0.0,0.0,0.0,none
MHAR,1,ElasticNet,HAR,0.3333333333333333,0.3333333333333333,0.3333333333333333,none
MHAR,1,ElasticNet,HARX,0.3333333333333333,0.3333333333333333,0.3333333333333333,none
MHAR,1,ElasticNet,LogHAR,1.0,0.3333333333333333,0.3333333333333333,p10
MHAR,1,ElasticNet,LevHAR,0.0,0.0,0.0,none
MHAR,1,ElasticNet,SHAR,0.6666666666666666,0.3333333333333333,0.0,p10
MHAR,1,ElasticNet,HARQ,0.0,0.0,0.0,none
MHAR,1,ElasticNet,Ridge,0.3333333333333333,0.3333333333333333,0.3333333333333333,none
MHAR,1,ElasticNet,Lasso,0.3333333333333333,0.3333333333333333,0.3333333333333333,none
MHAR,1,ElasticNet,ElasticNet,0.0,0.0,0.0,none
MHAR,1,ElasticNet,AdaptiveLasso,0.3333333333333333,0.3333333333333333,0.3333333333333333,none
MHAR,1,ElasticNet,PostLasso,0.3333333333333333,0.3333333333333333,0.3333333333333333,none
MHAR,1,ElasticNet,Bagging,0.0,0.0,0.0,none
MHAR,1,ElasticNet,RandomForest,0.3333333333333333,0.3333333333333333,0.3333333333333333,none
MHAR,1,ElasticNet,GradientBoosting,0.3333333333333333,0.0,0.0,none
MHAR,1,ElasticNet,NN1_1,0.0,0.0,0.0,none
MHAR,1,ElasticNet,NN1,0.3333333333333333,0.3333333333333333,0.0,none
MHAR,1,ElasticNet,NN2_1,0.6666666666666666,0.0,0.0,p10
MHAR,1,ElasticNet,NN2,0.6666666666666666,0.3333333333333333,0.0,p10
MHAR,1,ElasticNet,NN3_1,0.3333333333333333,0.3333333333333333,0.3333333333333333,none
MHAR,1,ElasticNet,NN3,0.0,0.0,0.0,none
MHAR,1,ElasticNet,NN4_1,0.3333333333333333,0.3333333333333333,0.0,none
MHAR,1,ElasticNet,NN4,0.0,0.0,0.0,none
MHAR,1,AdaptiveLasso,HAR,1.0,1.0,0.6666666666666666,p01
MHAR,1,AdaptiveLasso,HARX,1.0,1.0,0.6666666666666666,p01
MHAR,1,AdaptiveLasso,LogHAR,0.6666666666666666,0.6666666666666666,0.6666666666666666,p01
MHAR,1,AdaptiveLasso,LevHAR,0.6666666666666666,0.6666666666666666,0.6666666666666666,p01
MHAR,1,AdaptiveLasso,SHAR,0.6666666666666666,0.3333333333333333,0.3333333333333333,p10
MHAR,1,AdaptiveLasso,HARQ,0.6666666666666666,0.3333333333333333,0.3333333333333333,p10
MHAR,1,AdaptiveLasso,Ridge,0.6666666666666666,0.6666666666666666,0.3333333333333333,p05
MHAR,1,AdaptiveLasso,Lasso,0.3333333333333333,0.3333333333333333,0.3333333333333333,none
MHAR,1,AdaptiveLasso,ElasticNet,0.3333333333333333,0.3333333333333333,0.3333333333333333,none
MHAR,1,AdaptiveLasso,AdaptiveLasso,0.0,0.0,0.0,none
MHAR,1,AdaptiveLasso,PostLasso,0.3333333333333333,0.3333333333333333,0.3333333333333333,none
MHAR,1,AdaptiveLasso,Bagging,0.3333333333333333,0.0,0.0,none
MHAR,1,AdaptiveLasso,RandomForest,0.6666666666666666,0.3333333333333333,0.0,p10
MHAR,1,AdaptiveLasso,GradientBoosting,0.0,0.0,0.0,none
MHAR,1,AdaptiveLasso,NN1_1,0.3333333333333333,0.3333333333333333,0.0,none
MHAR,1,AdaptiveLasso,NN1,0.6666666666666666,0.3333333333333333,0.3333333333333333,p10
MHAR,1,AdaptiveLasso,NN2_1,0.3333333333333333,0.3333333333333333,0.3333333333333333,none
MHAR,1,AdaptiveLasso,NN2,0.6666666666666666,0.3333333333333333,0.3333333333333333,p10
MHAR,1,AdaptiveLasso,NN3_1,0.6666666666666666,0.6666666666666666,0.3333333333333333,p05
MHAR,1,AdaptiveLasso,NN3,0.3333333333333333,0.3333333333333333,0.0,none
MHAR,1,AdaptiveLasso,NN4_1,0.6666666666666666,0.6666666666666666,0.0,p05
MHAR,1,AdaptiveLasso,NN4,0.3333333333333333,0.3333333333333333,0.0,none
MHAR,1,PostLasso,HAR,0.6666666666666666,0.6666666666666666,0.3333333333333333,p05
MHAR,1,PostLasso,HARX,0.6666666666666666,0.6666666666666666,0.3333333333333333,p05
MHAR,1,PostLasso,LogHAR,0.6666666666666666,0.3333333333333333,0.3333333333333333,p10
MHAR,1,PostLasso,LevHAR,0.3333333333333333,0.3333333333333333,0.3333333333333333,none
MHAR,1,PostLasso,SHAR,0.6666666666666666,0.3333333333333333,0.0,p10
MHAR,1,PostLasso,HARQ,0.6666666666666666,0.0,0.0,p10
MHAR,1,PostLasso,Ridge,0.6666666666666666,0.6666666666666666,0.0,p05
MHAR,1,PostLasso,Lasso,0.0,0.0,0.0,none
MHAR,1,PostLasso,ElasticNet,0.0,0.0,0.0,none
MHAR,1,PostLasso,AdaptiveLasso,0.0,0.0,0.0,none
MHAR,1,PostLasso,PostLasso,0.0,0.0,0.0,none
MHAR,1,PostLasso,Bagging,0.0,0.0,0.0,none
MHAR,1,PostLasso,RandomForest,0.3333333333333333,0.3333333333333333,0.0,none
MHAR,1,PostLasso,GradientBoosting,0.0,0.0,0.0,none
MHAR,1,PostLasso,NN1_1,0.0,0.0,0.0,none
MHAR,1,PostLasso,NN1,0.3333333333333333,0.0,0.0,none
MHAR,1,PostLasso,NN2_1,0.3333333333333333,0.0,0.0,none
MHAR,1,PostLasso,NN2,0.6666666666666666,0.0,0.0,p10
MHAR,1,PostLasso,NN3_1,0.3333333333333333,0.3333333333333333,0.0,none
MHAR,1,PostLasso,NN3,0.0,0.0,0.0,none
MHAR,1,PostLasso,NN4_1,0.3333333333333333,0.3333333333333333,0.0,none
MHAR,1,PostLasso,NN4,0.0,0.0,0.0,none
MHAR,1,Bagging,HAR,0.0,0.0,0.0,none
MHAR,1,Bagging,HARX,0.0,0.0,0.0,none
MHAR,1,Bagging,LogHAR,0.6666666666666666,0.6666666666666666,0.3333333333333333,p05
MHAR,1,Bagging,LevHAR,0.0,0.0,0.0,none
MHAR,1,Bagging,SHAR,0.0,0.0,0.0,none
MHAR,1,Bagging,HARQ,0.0,0.0,0.0,none
MHAR,1,Bagging,Ridge,0.0,0.0,0.0,none
MHAR,1,Bagging,Lasso,0.0,0.0,0.0,none
MHAR,1,Bagging,ElasticNet,0.0,0.0,0.0,none
MHAR,1,Bagging,AdaptiveLasso,0.0,0.0,0.0,none
MHAR,1,Bagging,PostLasso,0.0,0.0,0.0,none
MHAR,1,Bagging,Bagging,0.0,0.0,0.0,none
MHAR,1,Bagging,RandomForest,0.3333333333333333,0.3333333333333333,0.3333333333333333,none
MHAR,1,Bagging,GradientBoosting,0.0,0.0,0.0,none
MHAR,1,Bagging,NN1_1,0.0,0.0,0.0,none
MHAR,1,Bagging,NN1,0.0,0.0,0.0,none
MHAR,1,Bagging,NN2_1,0.0,0.0,0.0,none
MHAR,1,Bagging,NN2,0.0,0.0,0.0,none
MHAR,1,Bagging,NN3_1,0.3333333333333333,0.3333333333333333,0.0,none
MHAR,1,Bagging,NN3,0.0,0.0,0.0,none
MHAR,1,Bagging,NN4_1,0.3333333333333333,0.3333333333333333,0.0,none
MHAR,1,Bagging,NN4,0.0,0.0,0.0,none
MHAR,1,RandomForest,HAR,0.0,0.0,0.0,none
MHAR,1,RandomForest,HARX,0.0,0.0,0.0,none
MHAR,1,RandomForest,LogHAR,1.0,1.0,0.3333333333333333,p05
MHAR,1,RandomForest,LevHAR,0.0,0.0,0.0,none
MHAR,1,RandomForest,SHAR,0.0,0.0,0.0,none
MHAR,1,RandomForest,HARQ,0.0,0.0,0.0,none
MHAR,1,RandomForest,Ridge,0.0,0.0,0.0,none
MHAR,1,RandomForest,Lasso,0.0,0.0,0.0,none
MHAR,1,RandomForest,ElasticNet,0.0,0.0,0.0,none
MHAR,1,RandomForest,AdaptiveLasso,0.0,0.0,0.0,none
MHAR,1,RandomForest,PostLasso,0.0,0.0,0.0,none
MHAR,1,RandomForest,Bagging,0.0,0.0,0.0,none
MHAR,1,RandomForest,RandomForest,0.0,0.0,0.0,none
MHAR,1,RandomForest,GradientBoosting,0.0,0.0,0.0,none
MHAR,1,RandomForest,NN1_1,0.0,0.0,0.0,none
MHAR,1,RandomForest,NN1,0.0,0.0,0.0,none
MHAR,1,RandomForest,NN2_1,0.0,0.0,0.0,none
MHAR,1,RandomForest,NN2,0.0,0.0,0.0,none
MHAR,1,RandomForest,NN3_1,0.0,0.0,0.0,none
MHAR,1,RandomForest,NN3,0.0,0.0,0.0,none
MHAR,1,RandomForest,NN4_1,0.0,0.0,0.0,none
MHAR,1,RandomForest,NN4,0.0,0.0,0.0,none
MHAR,1,GradientBoosting,HAR,0.0,0.0,0.0,none
MHAR,1,GradientBoosting,HARX,0.0,0.0,0.0,none
MHAR,1,GradientBoosting,LogHAR,1.0,0.0,0.0,p10
MHAR,1,GradientBoosting,LevHAR,0.0,0.0,0.0,none
MHAR,1,GradientBoosting,SHAR,0.3333333333333333,0.0,0.0,none
MHAR,1,GradientBoosting,HARQ,0.0,0.0,0.0,none
MHAR,1,GradientBoosting,Ridge,0.0,0.0,0.0,none
MHAR,1,GradientBoosting,Lasso,0.0,0.0,0.0,none
MHAR,1,GradientBoosting,ElasticNet,0.0,0.0,0.0,none
MHAR,1,GradientBoosting,AdaptiveLasso,0.0,0.0,0.0,none
MHAR,1,GradientBoosting,PostLasso,0.0,0.0,0.0,none
MHAR,1,GradientBoosting,Bagging,0.0,0.0,0.0,none
MHAR,1,GradientBoosting,RandomForest,0.0,0.0,0.0,none
MHAR,1,GradientBoosting,GradientBoosting,0.0,0.0,0.0,none
MHAR,1,GradientBoosting,NN1_1,0.0,0.0,0.0,none
MHAR,1,GradientBoosting,NN1,0.0,0.0,0.0,none
MHAR,1,GradientBoosting,NN2_1,0.0,0.0,0.0,none
MHAR,1,GradientBoosting,NN2,0.0,0.0,0.0,none
MHAR,1,GradientBoosting,NN3_1,0.0,0.0,0.0,none
MHAR,1,GradientBoosting,NN3,0.0,0.0,0.0,none
MHAR,1,GradientBoosting,NN4_1,0.3333333333333333,0.3333333333333333,0.3333333333333333,none
MHAR,1,GradientBoosting,NN4,0.0,0.0,0.0,none
MHAR,1,NN1_1,HAR,0.3333333333333333,0.3333333333333333,0.0,none
MHAR,1,NN1_1,HARX,0.3333333333333333,0.3333333333333333,0.0,none
MHAR,1,NN1_1,LogHAR,1.0,1.0,1.0,p01
MHAR,1,NN1_1,LevHAR,0.3333333333333333,0.3333333333333333,0.0,none
MHAR,1,NN1_1,SHAR,0.3333333333333333,0.3333333333333333,0.0,none
MHAR,1,NN1_1,HARQ,0.3333333333333333,0.3333333333333333,0.0,none
MHAR,1,NN1_1,Ridge,0.3333333333333333,0.3333333333333333,0.0,none
MHAR,1,NN1_1,Lasso,0.3333333333333333,0.0,0.0,none
MHAR,1,NN1_1,ElasticNet,0.3333333333333333,0.3333333333333333,0.0,none
MHAR,1,NN1_1,AdaptiveLasso,0.3333333333333333,0.0,0.0,none
MHAR,1,NN1_1,PostLasso,0.3333333333333333,0.0,0.0,none
MHAR,1,NN1_1,Bagging,0.3333333333333333,0.3333333333333333,0.3333333333333333,none
MHAR,1,NN1_1,RandomForest,0.3333333333333333,0.3333333333333333,0.3333333333333333,none
MHAR,1,NN1_1,GradientBoosting,0.3333333333333333,0.3333333333333333,0.3333333333333333,none
MHAR,1,NN1_1,NN1_1,0.0,0.0,0.0,none
MHAR,1,NN1_1,NN1,0.6666666666666666,0.6666666666666666,0.6666666666666666,p01
MHAR,1,NN1_1,NN2_1,0.6666666666666666,0.6666666666666666,0.3333333333333333,p05
MHAR,1,NN1_1,NN2,0.6666666666666666,0.6666666666666666,0.3333333333333333,p05
MHAR,1,NN1_1,NN3_1,0.3333333333333333,0.3333333333333333,0.3333333333333333,none
MHAR,1,NN1_1,NN3,0.3333333333333333,0.0,0.0,none
MHAR,1,NN1_1,NN4_1,0.3333333333333333,0.3333333333333333,0.3333333333333333,none
MHAR,1,NN1_1,NN4,0.3333333333333333,0.0,0.0,none
MHAR,1,NN1,HAR,0.0,0.0,0.0,none
MHAR,1,NN1,HARX,0.0,0.0,0.0,none
MHAR,1,NN1,LogHAR,1.0,1.0,0.6666666666666666,p01
MHAR,1,NN1,LevHAR,0.0,0.0,0.0,none
MHAR,1,NN1,SHAR,0.3333333333333333,0.3333333333333333,0.0,none
MHAR,1,NN1,HARQ,0.3333333333333333,0.0,0.0,none
MHAR,1,NN1,Ridge,0.0,0.0,0.0,none
MHAR,1,NN1,Lasso,0.0,0.0,0.0,none
MHAR,1,NN1,ElasticNet,0.0,0.0,0.0,none
MHAR,1,NN1,AdaptiveLasso,0.0,0.0,0.0,none
MHAR,1,NN1,PostLasso,0.0,0.0,0.0,none
MHAR,1,NN1,Bagging,0.0,0.0,0.0,none
MHAR,1,NN1,RandomForest,0.3333333333333333,0.3333333333333333,0.0,none
MHAR,1,NN1,GradientBoosting,0.0,0.0,0.0,none
MHAR,1,NN1,NN1_1,0.0,0.0,0.0,none
MHAR,1,NN1,NN1,0.0,0.0,0.0,none
MHAR,1,NN1,NN2_1,0.3333333333333333,0.3333333333333333,0.3333333333333333,none
MHAR,1,NN1,NN2,0.3333333333333333,0.3333333333333333,0.3333333333333333,none
MHAR,1,NN1,NN3_1,0.3333333333333333,0.0,0.0,none
MHAR,1,NN1,NN3,0.3333333333333333,0.0,0.0,none
MHAR,1,NN1,NN4_1,0.3333333333333333,0.0,0.0,none
MHAR,1,NN1,NN4,0.0,0.0,0.0,none
MHAR,1,NN2_1,HAR,0.0,0.0,0.0,none
MHAR,1,NN2_1,HARX,0.0,0.0,0.0,none
MHAR,1,NN2_1,LogHAR,1.0,0.6666666666666666,0.3333333333333333,p05
MHAR,1,NN2_1,LevHAR,0.0,0.0,0.0,none
MHAR,1,NN2_1,SHAR,0.0,0.0,0.0,none
MHAR,1,NN2_1,HARQ,0.0,0.0,0.0,none
MHAR,1,NN2_1,Ridge,0.0,0.0,0.0,none
MHAR,1,NN2_1,Lasso,0.0,0.0,0.0,none
MHAR,1,NN2_1,ElasticNet,0.0,0.0,0.0,none
MHAR,1,NN2_1,AdaptiveLasso,0.0,0.0,0.0,none
MHAR,1,NN2_1,PostLasso,0.0,0.0,0.0,none
MHAR,1,NN2_1,Bagging,0.0,0.0,0.0,none
MHAR,1,NN2_1,RandomForest,0.3333333333333333,0.3333333333333333,0.0,none
MHAR,1,NN2_1,GradientBoosting,0.0,0.0,0.0,none
MHAR,1,NN2_1,NN1_1,0.0,0.0,0.0,none
MHAR,1,NN2_1,NN1,0.0,0.0,0.0,none
MHAR,1,NN2_1,NN2_1,0.0,0.0,0.0,none
MHAR,1,NN2_1,NN2,0.6666666666666666,0.3333333333333333,0.3333333333333333,p10
MHAR,1,NN2_1,NN3_1,0.3333333333333333,0.3333333333333333,0.3333333333333333,none
MHAR,1,NN2_1,NN3,0.0,0.0,0.0,none
MHAR,1,NN2_1,NN4_1,0.3333333333333333,0.3333333333333333,0.3333333333333333,none
MHAR,1,NN2_1,NN4,0.0,0.0,0.0,none
MHAR,1,NN2,HAR,0.0,0.0,0.0,none
MHAR,1,NN2,HARX,0.0,0.0,0.0,none
MHAR,1,NN2,LogHAR,0.6666666666666666,0.6666666666666666,0.6666666666666666,p01
MHAR,1,NN2,LevHAR,0.0,0.0,0.0,none
